  mype,      init,    upsend,    dnsend,    weight,    hfiltT,     hfilt,    vfiltT,     vfilt,     bocoT,      boco,   filt2an,     aintp,      intp,   an2filt,    output,     total,  multiply,  ifc_mult,   ifc_reg,  ifc_fset,preprocess,anal_to_fi, filtering,filt_to_an,postproces,    icount
   130,    0.0000,    7.8363,   83.4998,    0.5756,   25.8471,   25.4308,    8.0122,    8.0705,    4.3141,    3.8647,    0.0000,    0.0000,    0.0000,   24.4047,    0.0000,    0.0000,  224.7256,  224.8248,    0.0091,    0.0187,    3.2701,   25.2153,  167.6558,   20.3874,    7.1653,      3060
   131,    0.0000,    7.5462,   83.6543,    0.5532,   25.7328,   25.4611,    8.0737,    8.1417,    4.4529,    4.0436,    0.0000,    0.0000,    0.0000,   24.1300,    0.0000,    0.0000,  224.5213,  224.6174,    0.0089,    0.0178,    3.4978,   24.8582,  167.8440,   19.7442,    7.3845,      3060
   132,    0.0000,    7.1712,   84.1833,    0.5544,   25.8496,   25.4830,    8.0571,    8.1401,    4.7623,    3.7960,    0.0000,    0.0000,    0.0000,   24.1116,    0.0000,    0.0000,  224.6478,  224.7464,    0.0089,    0.0188,    3.2250,   25.0834,  168.1966,   19.7438,    7.3800,      3060
   133,    0.0000,    6.1589,   84.3566,    0.5108,   25.8559,   25.5058,    8.0269,    8.2282,    4.8960,    4.1545,    0.0000,    0.0000,    0.0000,   25.2667,    0.0000,    0.0000,  225.7069,  225.8053,    0.0089,    0.0184,    3.1362,   25.7837,  167.8836,   21.7549,    6.3002,      3060
   134,    0.0000,    6.0280,   84.7043,    0.3874,   25.8936,   25.4121,    8.0474,    8.0182,    4.6894,    4.2984,    0.0000,    0.0000,    0.0000,   24.4750,    0.0000,    0.0000,  225.3432,  225.4298,    0.0084,    0.0168,    3.2981,   25.2780,  167.6590,   21.3864,    6.6542,      3060
   135,    0.0000,    4.4254,   84.1710,    0.3490,   25.9839,   25.4502,    8.0746,    8.0386,    5.0428,    5.2125,    0.0000,    0.0000,    0.0000,   25.0794,    0.0000,    0.0000,  224.7936,  224.8806,    0.0083,    0.0166,    3.1163,   25.8270,  166.9205,   21.1206,    6.9924,      3060
   136,    0.0000,    3.9412,   85.9199,    0.3612,   25.9573,   25.5117,    8.4990,    8.0128,    3.3730,    4.8728,    0.0000,    0.0000,    0.0000,   25.0321,    0.0000,    0.0000,  225.1768,  225.2697,    0.0090,    0.0183,    3.4705,   25.4086,  166.6159,   20.8229,    7.6207,      3060
   137,    0.0000,    4.4538,   86.4257,    0.3636,   25.9449,   25.5248,    8.0641,    8.0711,    3.3679,    3.5727,    0.0000,    0.0000,    0.0000,   24.9313,    0.0000,    0.0000,  224.1287,  224.2255,    0.0088,    0.0183,    3.2433,   25.6040,  165.9569,   21.0298,    7.3121,      3060
   138,    0.0000,    6.1499,   86.6813,    0.3048,   26.0700,   25.5257,    8.2975,    7.8436,    3.5858,    3.5389,    0.0000,    0.0000,    0.0000,   20.9450,    0.0000,    0.0000,  222.1851,  222.2722,    0.0094,    0.0168,    3.9713,   21.7893,  168.1634,   19.8979,    7.0973,      3060
   139,    0.0000,    5.1038,   85.1294,    0.2686,   26.1863,   25.5542,    8.2541,    7.7274,    4.0314,    3.6443,    0.0000,    0.0000,    0.0000,   21.3015,    0.0000,    0.0000,  219.2171,  219.2958,    0.0079,    0.0142,    3.6796,   22.2417,  166.0699,   18.1392,    7.9777,      3060
   140,    0.0000,   10.5244,   83.9071,    0.4126,   25.9599,   25.4541,    7.9990,    7.7526,    4.3208,    3.3941,    0.0000,    0.0000,    0.0000,   23.4835,    0.0000,    0.0000,  223.7964,  223.8801,    0.0072,    0.0139,    2.4039,   24.4481,  169.9256,   18.7824,    7.6180,      3060
   141,    0.0000,    8.1986,   84.1153,    0.4273,   25.8808,   25.3743,    8.2406,    7.7798,    4.0201,    3.5241,    0.0000,    0.0000,    0.0000,   26.6849,    0.0000,    0.0000,  225.5492,  225.6304,    0.0072,    0.0137,    2.4274,   27.4417,  167.7372,   20.3751,    6.9660,      3060
   142,    0.0000,    9.0470,   83.9916,    0.6164,   25.7987,   25.4829,    7.3663,    8.0369,    4.7048,    3.2865,    0.0000,    0.0000,    0.0000,   25.6622,    0.0000,    0.0000,  226.6801,  226.7596,    0.0072,    0.0124,    2.7983,   26.6610,  168.5370,   21.2306,    6.6179,      3060
   143,    0.0000,    8.5320,   84.3002,    0.6095,   25.7938,   25.4616,    7.9782,    8.0106,    4.6004,    3.3541,    0.0000,    0.0000,    0.0000,   24.8260,    0.0000,    0.0000,  227.4717,  227.5511,    0.0074,    0.0122,    3.1726,   25.9428,  168.8439,   21.3685,    6.9448,      3060
   144,    0.0000,    8.9973,   84.2317,    0.6166,   25.7429,   25.4653,    7.3456,    8.0418,    4.1344,    3.4405,    0.0000,    0.0000,    0.0000,   26.6526,    0.0000,    0.0000,  226.4014,  226.4778,    0.0072,    0.0120,    2.8020,   27.3260,  168.2096,   20.3850,    6.8314,      3060
   145,    0.0000,    9.0072,   84.4316,    0.6199,   25.8350,   25.4447,    7.2930,    8.0135,    4.2350,    3.2740,    0.0000,    0.0000,    0.0000,   26.5417,    0.0000,    0.0000,  226.7338,  226.8047,    0.0071,    0.0117,    2.8228,   27.2181,  168.3484,   20.8710,    6.6125,      3060
   146,    0.0000,   10.1054,   83.1814,    0.1902,   25.3296,   25.2349,    6.9109,    7.6869,    5.1786,    3.2666,    0.0000,    0.0000,    0.0000,   27.8408,    0.0000,    0.0000,  212.0754,  212.1460,    0.0069,    0.0070,    1.0948,   27.9771,  167.2103,   13.8363,    1.7577,      3060
   147,    0.0000,    3.8677,   84.6512,    0.4029,   26.7544,   26.2518,    9.4235,    8.3987,    3.7010,    3.6067,    0.0000,    0.0000,    0.0000,   25.8158,    0.0000,    0.0000,  225.6579,  225.7563,    0.0094,    0.0230,    4.3288,   26.3562,  167.2419,   20.0951,    6.3349,      3060
   148,    0.0000,    4.6793,   85.6224,    0.4029,   26.0325,   25.6167,    8.6999,    8.0986,    4.4804,    3.3794,    0.0000,    0.0000,    0.0000,   25.4921,    0.0000,    0.0000,  225.0223,  225.1178,    0.0095,    0.0190,    4.1822,   26.2787,  167.1754,   19.7983,    6.3193,      3060
   149,    0.0000,    4.0823,   85.7996,    0.3532,   26.2201,   25.6783,    8.6637,    8.1195,    4.2215,    3.5050,    0.0000,    0.0000,    0.0000,   25.2765,    0.0000,    0.0000,  224.9329,  225.0310,    0.0098,    0.0198,    4.1515,   26.1862,  166.8089,   20.0714,    6.4657,      3060
   150,    0.0000,    3.5987,   86.5616,    0.3310,   26.2539,   25.6996,    8.5504,    8.1079,    3.0281,    4.0034,    0.0000,    0.0000,    0.0000,   26.9095,    0.0000,    0.0000,  224.5400,  224.6666,    0.0118,    0.0278,    3.9513,   27.6866,  166.2951,   18.6991,    6.9991,      3060
   151,    0.0000,    4.2219,   87.3765,    0.3163,   25.9978,   25.5510,    8.2761,    7.9309,    3.0280,    2.6793,    0.0000,    0.0000,    0.0000,   26.1792,    0.0000,    0.0000,  223.6497,  223.7263,    0.0079,    0.0153,    3.8577,   27.2089,  165.5376,   19.1131,    6.6886,      3060
   152,    0.0000,    4.7069,   87.7863,    0.2969,   26.1171,   25.5344,    8.0622,    7.8744,    2.6763,    3.1091,    0.0000,    0.0000,    0.0000,   25.0769,    0.0000,    0.0000,  219.9228,  219.9978,    0.0078,    0.0154,    3.7828,   26.5196,  166.3302,   14.8662,    7.2741,      3060
   153,    0.0000,    3.7357,   85.8384,    0.2766,   26.1437,   25.5997,    7.9181,    7.7684,    3.4477,    3.0768,    0.0000,    0.0000,    0.0000,   25.2602,    0.0000,    0.0000,  218.4076,  218.4956,    0.0083,    0.0164,    3.5108,   26.9348,  163.9759,   15.6062,    7.5048,      3060
   154,    0.0000,    6.9951,   84.2712,    0.3424,   26.0308,   25.5565,    8.0850,    7.8892,    5.1864,    2.9423,    0.0000,    0.0000,    0.0000,   24.5094,    0.0000,    0.0000,  224.7700,  224.8503,    0.0080,    0.0163,    3.8416,   26.0597,  167.4749,   19.8928,    6.3803,      3060
   155,    0.0000,    4.9282,   84.8853,    0.4910,   26.4748,   25.6508,    8.9194,    8.4422,    4.0657,    3.0104,    0.0000,    0.0000,    0.0000,   26.6403,    0.0000,    0.0000,  227.6251,  227.7242,    0.0089,    0.0198,    4.4588,   27.4903,  167.0744,   20.7488,    6.5197,      3060
   156,    0.0000,    5.0429,   84.5134,    0.5083,   26.4854,   25.6739,    8.8959,    8.5241,    4.2840,    3.2080,    0.0000,    0.0000,    0.0000,   26.2110,    0.0000,    0.0000,  227.7009,  227.7953,    0.0087,    0.0197,    4.5047,   27.2198,  167.3395,   20.7187,    6.5079,      3060
   157,    0.0000,    5.2168,   84.7589,    0.5406,   26.4133,   25.5958,    8.8709,    8.5120,    4.3393,    3.1431,    0.0000,    0.0000,    0.0000,   26.2259,    0.0000,    0.0000,  227.7827,  227.8667,    0.0083,    0.0174,    4.4604,   27.2676,  167.5905,   20.6277,    6.4618,      3060
   158,    0.0000,    5.0730,   84.6736,    0.5632,   26.3673,   25.6177,    8.9211,    8.4820,    4.2753,    3.0809,    0.0000,    0.0000,    0.0000,   26.6416,    0.0000,    0.0000,  228.1546,  228.2361,    0.0081,    0.0173,    4.5171,   27.3767,  167.2520,   21.4085,    6.1748,      3060
   159,    0.0000,    5.1085,   84.7869,    0.5078,   26.2419,   25.5853,    8.8224,    8.4980,    4.4535,    3.2877,    0.0000,    0.0000,    0.0000,   26.2835,    0.0000,    0.0000,  228.1168,  228.2206,    0.0091,    0.0196,    4.5655,   27.0829,  167.4759,   21.4280,    6.1445,      3060
   160,    0.0000,    4.9597,   85.4051,    0.5018,   26.2921,   25.5955,    8.7894,    8.4939,    4.2532,    3.2235,    0.0000,    0.0000,    0.0000,   25.9450,    0.0000,    0.0000,  227.7816,  227.8856,    0.0096,    0.0203,    4.5504,   26.9401,  167.6949,   20.7833,    6.3971,      3060
   161,    0.0000,    5.0221,   85.7214,    0.4743,   26.3220,   25.6677,    8.6228,    8.4620,    3.3722,    3.7211,    0.0000,    0.0000,    0.0000,   26.0874,    0.0000,    0.0000,  227.4373,  227.5408,    0.0094,    0.0202,    4.5809,   27.0207,  167.5621,   20.0277,    6.7635,      3060
   162,    0.0000,    4.9654,   86.5654,    0.4672,   26.3936,   25.6768,    8.7084,    8.4509,    3.2955,    3.0087,    0.0000,    0.0000,    0.0000,   25.8138,    0.0000,    0.0000,  227.6492,  227.7524,    0.0096,    0.0199,    4.4787,   26.9729,  167.7177,   20.6275,    6.5158,      3060
   163,    0.0000,    6.3367,   84.7322,    0.3316,   25.7964,   25.5395,    7.7522,    7.7866,    4.9076,    3.0205,    0.0000,    0.0000,    0.0000,   24.2975,    0.0000,    0.0000,  223.8755,  223.9869,    0.0110,    0.0237,    4.5857,   24.7160,  166.3525,   21.9246,    4.8911,      3060
   164,    0.0000,    5.9312,   83.4746,    0.3154,   25.8251,   25.5152,    7.7492,    7.6792,    3.2606,    4.3540,    0.0000,    0.0000,    0.0000,   24.2529,    0.0000,    0.0000,  220.8498,  220.9594,    0.0112,    0.0224,    4.4602,   24.7406,  164.2487,   19.7309,    6.2940,      3060
   165,    0.0000,    6.2454,   83.2259,    0.3317,   25.7400,   25.5235,    7.7336,    7.7609,    3.2272,    2.6880,    0.0000,    0.0000,    0.0000,   24.2819,    0.0000,    0.0000,  220.4352,  220.5370,    0.0097,    0.0199,    4.2326,   24.9492,  162.6297,   21.0183,    6.4124,      3060
   166,    0.0000,    5.4208,   83.5817,    0.3000,   25.7764,   25.5629,    7.7844,    7.7361,    3.7443,    2.8276,    0.0000,    0.0000,    0.0000,   23.5853,    0.0000,    0.0000,  216.0029,  216.1102,    0.0097,    0.0204,    4.2501,   24.4189,  162.8885,   15.7961,    7.4278,      3060
   167,    0.0000,    5.1248,   82.8503,    0.2580,   25.7687,   25.5630,    7.4352,    7.7554,    4.2357,    2.6801,    0.0000,    0.0000,    0.0000,   23.5371,    0.0000,    0.0000,  214.0831,  214.1784,    0.0090,    0.0181,    3.9684,   24.4619,  161.8235,   15.4291,    7.3175,      3060
   168,    0.0000,    9.1963,   83.7689,    0.3715,   25.7901,   25.5251,    7.3259,    7.6709,    4.6401,    3.5892,    0.0000,    0.0000,    0.0000,   22.6554,    0.0000,    0.0000,  221.2583,  221.3412,    0.0079,    0.0169,    4.3372,   23.6128,  168.0442,   17.2412,    6.6609,      3060
   169,    0.0000,    7.8657,   83.8205,    0.3974,   25.7972,   25.4868,    7.2453,    7.7548,    3.8160,    3.9909,    0.0000,    0.0000,    0.0000,   25.8408,    0.0000,    0.0000,  223.2493,  223.3317,    0.0086,    0.0162,    4.3323,   26.2509,  166.3298,   19.1831,    5.8189,      3060
   170,    0.0000,    7.7485,   83.7610,    0.4030,   25.7414,   25.4760,    7.2947,    7.7450,    4.5083,    3.8650,    0.0000,    0.0000,    0.0000,   25.1502,    0.0000,    0.0000,  223.7902,  223.8793,    0.0095,    0.0180,    4.4140,   25.6158,  166.6925,   20.2999,    5.3211,      3060
   171,    0.0000,    7.1652,   84.3715,    0.4852,   25.8188,   25.5525,    7.9554,    8.0113,    4.3362,    3.6624,    0.0000,    0.0000,    0.0000,   25.0713,    0.0000,    0.0000,  225.1609,  225.2679,    0.0102,    0.0220,    4.5493,   25.6155,  167.5380,   20.9853,    5.0889,      3060
   172,    0.0000,    7.5634,   84.2616,    0.4976,   25.8545,   25.5612,    7.7419,    7.9966,    3.6587,    3.7728,    0.0000,    0.0000,    0.0000,   25.5520,    0.0000,    0.0000,  224.8213,  224.9270,    0.0095,    0.0206,    4.5987,   25.9602,  167.0762,   20.1594,    5.5855,      3060
   173,    0.0000,    7.2324,   84.6546,    0.4959,   25.8199,   25.5835,    7.7735,    8.0131,    4.0778,    3.4250,    0.0000,    0.0000,    0.0000,   25.3812,    0.0000,    0.0000,  224.8298,  224.9292,    0.0095,    0.0204,    4.5944,   25.8060,  167.2443,   20.1111,    5.6199,      3060
   174,    0.0000,    6.5518,   85.1311,    0.4515,   25.8353,   25.5920,    7.9148,    8.0085,    4.3376,    3.6166,    0.0000,    0.0000,    0.0000,   24.8887,    0.0000,    0.0000,  225.0099,  225.1062,    0.0094,    0.0194,    4.6356,   25.3954,  167.6027,   20.6590,    5.2299,      3060
   175,    0.0000,    6.1108,   85.3095,    0.3888,   25.8312,   25.5230,    8.1995,    7.8010,    4.2815,    3.7224,    0.0000,    0.0000,    0.0000,   24.6401,    0.0000,    0.0000,  224.1556,  224.2457,    0.0095,    0.0175,    4.6482,   25.1510,  167.3289,   19.9741,    5.5976,      3060
   176,    0.0000,    5.9430,   85.9815,    0.3668,   25.8095,   25.5037,    8.1347,    7.8000,    4.0564,    3.5428,    0.0000,    0.0000,    0.0000,   24.6132,    0.0000,    0.0000,  223.3795,  223.4729,    0.0094,    0.0179,    4.6254,   25.1899,  167.2974,   18.6992,    6.1399,      3060
   177,    0.0000,    5.7269,   84.9558,    0.3080,   25.8698,   25.5922,    8.1612,    7.7536,    4.1600,    3.4723,    0.0000,    0.0000,    0.0000,   23.9394,    0.0000,    0.0000,  222.6391,  222.7393,    0.0096,    0.0199,    4.6234,   24.6514,  166.1634,   19.2216,    6.5382,      3060
   178,    0.0000,    3.1124,   84.4947,    0.2410,   25.7939,   25.6172,    8.1799,    7.7359,    4.5712,    4.8535,    0.0000,    0.0000,    0.0000,   24.1139,    0.0000,    0.0000,  211.9212,  212.0326,    0.0099,    0.0212,    4.5496,   24.8378,  164.7562,    9.4388,    6.9912,      3060
   179,    0.0000,    6.0328,   84.9252,    0.2323,   25.5508,   25.5084,    7.1494,    7.7386,    4.3771,    3.3912,    0.0000,    0.0000,    0.0000,   22.1053,    0.0000,    0.0000,  213.9514,  214.0569,    0.0111,    0.0239,    4.6377,   22.4911,  165.0482,   13.6051,    6.7082,      3060
   180,    0.0000,    4.6420,   85.3268,    0.2179,   25.5624,   25.4925,    7.0568,    7.6296,    5.1773,    3.7310,    0.0000,    0.0000,    0.0000,   22.1960,    0.0000,    0.0000,  208.9808,  209.0781,    0.0101,    0.0206,    4.5176,   22.6036,  164.9758,    8.5382,    6.9058,      3060
   181,    0.0000,    4.8386,   83.7301,    0.2171,   25.5380,   25.5212,    7.0969,    7.7360,    4.5199,    4.0606,    0.0000,    0.0000,    0.0000,   21.8527,    0.0000,    0.0000,  208.7450,  208.8321,    0.0087,    0.0178,    4.3670,   22.3597,  163.4035,   10.3271,    6.9912,      3060
   182,    0.0000,    7.5486,   81.9578,    0.2709,   25.6808,   25.5111,    7.2161,    7.7130,    7.4850,    3.7894,    0.0000,    0.0000,    0.0000,   22.6151,    0.0000,    0.0000,  218.0097,  218.0918,    0.0069,    0.0161,    3.0595,   23.4434,  167.3266,   17.2849,    6.0210,      3060
   183,    0.0000,    6.2583,   82.1732,    0.3752,   25.6482,   25.6077,    7.1734,    7.8028,    7.6263,    3.7497,    0.0000,    0.0000,    0.0000,   24.1527,    0.0000,    0.0000,  220.1716,  220.2552,    0.0075,    0.0163,    3.3550,   24.6784,  166.5809,   18.8344,    5.7998,      3060
   184,    0.0000,    6.8542,   82.7406,    0.4084,   25.6571,   25.5562,    7.2101,    7.7937,    7.0025,    3.7120,    0.0000,    0.0000,    0.0000,   21.9787,    0.0000,    0.0000,  219.7035,  219.7824,    0.0086,    0.0155,    4.6041,   22.4421,  167.0981,   18.8445,    5.3483,      3060
   185,    0.0000,    5.6734,   83.3112,    0.4237,   25.6105,   25.5274,    7.0960,    7.7193,    6.9004,    3.8664,    0.0000,    0.0000,    0.0000,   23.5805,    0.0000,    0.0000,  219.9029,  219.9853,    0.0083,    0.0177,    4.6395,   23.9552,  166.2863,   18.5781,    5.0660,      3060
   186,    0.0000,    5.7951,   83.4394,    0.4274,   25.6603,   25.5288,    7.3895,    7.8172,    6.8027,    3.7719,    0.0000,    0.0000,    0.0000,   22.7137,    0.0000,    0.0000,  220.3621,  220.4593,    0.0104,    0.0218,    5.0379,   23.1235,  166.7930,   19.2128,    4.7472,      3060
   187,    0.0000,    5.3773,   83.8931,    0.3353,   25.7508,   25.5029,    7.6655,    8.1614,    6.4800,    4.0582,    0.0000,    0.0000,    0.0000,   22.6102,    0.0000,    0.0000,  220.8933,  221.0005,    0.0099,    0.0212,    5.0270,   23.1503,  167.3936,   19.2216,    4.5863,      3060
   188,    0.0000,    5.5336,   84.0867,    0.3261,   25.6373,   25.5043,    7.2508,    8.0471,    5.9036,    4.5345,    0.0000,    0.0000,    0.0000,   23.5261,    0.0000,    0.0000,  220.6122,  220.7174,    0.0100,    0.0217,    4.6937,   23.9736,  166.9743,   18.9940,    4.6175,      3060
   189,    0.0000,    5.3214,   85.0326,    0.3381,   25.6024,   25.5506,    7.2418,    8.1380,    5.0555,    4.4648,    0.0000,    0.0000,    0.0000,   23.8550,    0.0000,    0.0000,  220.2283,  220.3326,    0.0097,    0.0214,    4.6694,   24.2167,  166.8935,   17.7159,    5.3803,      3060
   190,    0.0000,    5.4034,   85.6996,    0.3268,   25.6611,   25.5577,    7.2869,    8.1156,    4.7593,    4.2597,    0.0000,    0.0000,    0.0000,   23.3664,    0.0000,    0.0000,  220.1463,  220.2500,    0.0095,    0.0200,    4.6444,   23.8960,  167.2215,   17.5334,    5.5156,      3060
   191,    0.0000,    5.3480,   85.4646,    0.2766,   25.5750,   25.4911,    7.1697,    7.7931,    4.6945,    4.3200,    0.0000,    0.0000,    0.0000,   23.3694,    0.0000,    0.0000,  219.3986,  219.4824,    0.0085,    0.0174,    4.5974,   23.8034,  166.2755,   17.9429,    5.3494,      3060
   192,    0.0000,    4.7427,   86.0262,    0.2304,   25.5043,   25.5472,    7.2119,    7.7444,    4.3027,    4.5813,    0.0000,    0.0000,    0.0000,   23.3467,    0.0000,    0.0000,  216.7800,  216.8656,    0.0086,    0.0176,    4.6461,   23.7717,  166.0332,   14.0804,    6.7822,      3060
   193,    0.0000,    6.5052,   84.2329,    0.2383,   25.5962,   25.5285,    7.2658,    7.7352,    1.9833,    4.6406,    0.0000,    0.0000,    0.0000,   21.3478,    0.0000,    0.0000,  214.4920,  214.5849,    0.0091,    0.0184,    4.5319,   21.8112,  163.8632,   15.5852,    7.3455,      3060
   194,    0.0000,    2.9442,   85.1732,    0.2315,   25.5274,   25.5963,    7.2716,    7.7195,    5.0970,    4.1778,    0.0000,    0.0000,    0.0000,   21.3472,    0.0000,    0.0000,  208.4420,  208.5414,    0.0091,    0.0195,    4.4729,   21.8819,  163.8834,   10.0491,    6.8959,      3060
   195,    0.0000,    5.0694,   81.7230,    0.1658,   25.0368,   25.4333,    7.0005,    7.5901,    4.4109,    5.1702,    0.0000,    0.0000,    0.0000,   24.0379,    0.0000,    0.0000,  199.0536,  199.1247,    0.0072,    0.0073,    1.1855,   24.1745,  161.7168,   10.0412,    1.7167,      3060
     0,    0.0000,   11.9268,   16.0733,    1.9556,   52.8679,   52.3576,    8.2377,   11.0387,    9.6360,    8.1399,    0.0000,    0.0000,    0.0000,   21.6413,    0.0000,    0.0000,  222.3218,  222.3917,    0.0078,    0.0160,    3.8782,   22.4385,  172.4185,   15.0820,    7.5232,      3060
     1,    0.0000,   14.8066,   16.0626,    2.1838,   52.0381,   51.1010,    8.4148,    7.8409,   10.5197,    7.9651,    0.0000,    0.0000,    0.0000,   23.4381,    0.0000,    0.0000,  223.0263,  223.0933,    0.0075,    0.0148,    3.8241,   23.7827,  171.0850,   17.7736,    5.7054,      3060
     2,    0.0000,   12.8225,   15.6697,    1.9050,   51.8776,   50.9293,    8.3456,    8.0847,   11.4904,    7.9800,    0.0000,    0.0000,    0.0000,   24.2802,    0.0000,    0.0000,  222.9878,  223.0569,    0.0080,    0.0153,    4.0996,   24.6126,  169.2629,   18.6202,    5.1763,      3060
     3,    0.0000,   13.6677,   15.0965,    2.2045,   51.7826,   50.7860,    8.4833,    7.4458,   11.1163,    8.0150,    0.0000,    0.0000,    0.0000,   24.0349,    0.0000,    0.0000,  222.9323,  223.0064,    0.0086,    0.0157,    4.1687,   24.3501,  168.7520,   19.2324,    5.1368,      3060
     4,    0.0000,   14.6666,   14.6746,    2.3033,   51.4631,   50.8565,    7.0127,    8.0471,   10.8299,    7.8339,    0.0000,    0.0000,    0.0000,   24.6182,    0.0000,    0.0000,  222.2897,  222.3733,    0.0099,    0.0200,    3.9932,   24.9560,  167.8445,   19.1378,    5.1152,      3060
     5,    0.0000,   14.4693,   13.4952,    2.4298,   51.4395,   50.8565,    7.0202,    8.2804,   10.4876,    7.7643,    0.0000,    0.0000,    0.0000,   24.7225,    0.0000,    0.0000,  221.4761,  221.5569,    0.0093,    0.0189,    3.9938,   25.0474,  166.3917,   18.4154,    6.3657,      3060
     6,    0.0000,   12.2561,   13.7044,    1.8374,   51.4175,   50.8707,    7.0875,    9.3686,   11.3752,    7.8269,    0.0000,    0.0000,    0.0000,   25.1919,    0.0000,    0.0000,  220.2949,  220.3725,    0.0088,    0.0195,    4.0338,   25.4746,  165.8920,   16.2698,    7.3256,      3060
     7,    0.0000,   10.8570,   12.9119,    2.3761,   51.4753,   50.8106,    7.1178,   10.7203,    9.6778,    7.8512,    0.0000,    0.0000,    0.0000,   26.6451,    0.0000,    0.0000,  220.5491,  220.6268,    0.0088,    0.0184,    4.0200,   26.8832,  163.9446,   17.2951,    7.1210,      3060
     8,    0.0000,   12.6269,   12.4404,    2.4616,   51.5036,   50.8130,    7.1710,   10.2852,    9.6792,    7.7572,    0.0000,    0.0000,    0.0000,   24.9174,    0.0000,    0.0000,  220.1532,  220.2403,    0.0099,    0.0218,    4.4198,   25.1863,  164.8988,   18.5919,    5.7265,      3060
     9,    0.0000,   14.5408,   10.8411,    2.5406,   51.6219,   50.7684,    7.1620,    9.4960,   10.2719,    7.7752,    0.0000,    0.0000,    0.0000,   23.8561,    0.0000,    0.0000,  219.4563,  219.5388,    0.0095,    0.0208,    4.4419,   24.1843,  165.1695,   17.9798,    6.3401,      3060
    10,    0.0000,   14.7646,   10.7720,    2.6472,   51.6626,   50.7318,    7.2504,    9.1611,   10.2262,    7.7821,    0.0000,    0.0000,    0.0000,   23.9790,    0.0000,    0.0000,  218.1233,  218.2119,    0.0098,    0.0218,    4.4602,   24.3073,  165.1509,   15.5281,    7.3327,      3060
    11,    0.0000,   14.8518,   10.3395,    2.5631,   51.6929,   50.7588,    7.3611,    9.3986,   10.3777,    7.8165,    0.0000,    0.0000,    0.0000,   23.3794,    0.0000,    0.0000,  216.5123,  216.6049,    0.0102,    0.0232,    4.4765,   23.7340,  165.3147,   13.5559,    8.0726,      3060
    12,    0.0000,   14.9246,   10.2134,    2.5409,   51.5310,   50.6891,    7.2785,   10.2935,   10.3268,    7.8742,    0.0000,    0.0000,    0.0000,   23.1565,    0.0000,    0.0000,  214.2123,  214.2901,    0.0089,    0.0174,    4.1296,   23.5013,  165.8175,   11.3431,    8.0557,      3060
    13,    0.0000,   14.3151,   10.2701,    2.4572,   51.6327,   50.7368,    7.2083,   11.1121,   10.2595,    7.8353,    0.0000,    0.0000,    0.0000,   24.5106,    0.0000,    0.0000,  213.4399,  213.5100,    0.0075,    0.0157,    3.4630,   24.8822,  165.9780,    9.5986,    8.6152,      3060
    14,    0.0000,   11.5481,   14.6523,    2.6183,   51.8760,   50.7867,    7.3602,   15.0677,    9.4024,    8.0023,    0.0000,    0.0000,    0.0000,   21.8412,    0.0000,    0.0000,  221.6551,  221.7262,    0.0079,    0.0168,    4.0305,   22.5083,  171.4861,   17.3402,    5.0919,      3060
    15,    0.0000,   10.5753,   14.2960,    2.6959,   51.8609,   50.7273,    7.4946,   14.5038,    9.5538,    8.0525,    0.0000,    0.0000,    0.0000,   23.8655,    0.0000,    0.0000,  222.3688,  222.4405,    0.0081,    0.0166,    4.0639,   24.1756,  169.9157,   18.6160,    4.4409,      3060
    16,    0.0000,   12.9576,   13.7880,    2.7985,   52.1502,   51.2392,    7.7543,   10.1485,    9.7163,    8.1069,    0.0000,    0.0000,    0.0000,   24.3222,    0.0000,    0.0000,  225.2878,  225.3678,    0.0091,    0.0213,    4.3143,   24.8482,  168.8415,   20.4392,    5.6534,      3060
    17,    0.0000,   13.3092,   13.3663,    2.5566,   52.1906,   51.0843,    7.6660,    9.4846,   10.4648,    8.1521,    0.0000,    0.0000,    0.0000,   24.6171,    0.0000,    0.0000,  224.8149,  224.8894,    0.0085,    0.0181,    4.2863,   25.0923,  168.4521,   19.4327,    6.3736,      3060
    18,    0.0000,   12.1532,   13.1182,    2.7314,   51.9914,   51.0879,    7.7372,   10.1395,   10.2622,    7.9747,    0.0000,    0.0000,    0.0000,   24.9629,    0.0000,    0.0000,  224.6729,  224.7463,    0.0084,    0.0182,    4.4499,   25.3534,  167.3674,   19.5752,    6.5104,      3060
    19,    0.0000,   12.4345,   11.9298,    2.7736,   51.9052,   51.1164,    7.7918,   10.2885,   10.0937,    8.0451,    0.0000,    0.0000,    0.0000,   24.2953,    0.0000,    0.0000,  224.1702,  224.2531,    0.0097,    0.0201,    4.5798,   24.6982,  166.5547,   19.8224,    6.9799,      3060
    20,    0.0000,   12.3026,   12.5215,    2.4992,   52.0156,   51.1055,    7.5730,    9.4241,   10.2318,    7.9647,    0.0000,    0.0000,    0.0000,   25.0037,    0.0000,    0.0000,  224.0213,  224.1094,    0.0097,    0.0227,    4.7042,   25.3089,  165.8199,   20.2807,    6.4978,      3060
    21,    0.0000,   11.4641,   12.3293,    2.5054,   52.0670,   51.1157,    7.3975,    9.2626,    9.7846,    7.9721,    0.0000,    0.0000,    0.0000,   26.4468,    0.0000,    0.0000,  223.5040,  223.5911,    0.0103,    0.0216,    4.6629,   26.7091,  164.0813,   19.6246,    7.0193,      3060
