  mype,      init,    upsend,    dnsend,    weight,    hfiltT,     hfilt,    vfiltT,     vfilt,     bocoT,      boco,   filt2an,     aintp,      intp,   an2filt,    output,     total,  multiply,  ifc_mult,   ifc_reg,  ifc_fset,preprocess,anal_to_fi, filtering,filt_to_an,postproces,    icount
    42,    0.0000,   14.9514,   10.2995,    1.9981,   52.2691,   51.0693,    7.4617,    7.9171,   10.2799,    9.4877,    0.0000,    0.0000,    0.0000,   22.0697,    0.0000,    0.0000,  223.8140,  223.8951,    0.0079,    0.0163,    3.7417,   23.8150,  166.0558,   21.8082,    7.3132,      3060
    43,    0.0000,   12.1006,    9.9792,    2.3555,   52.3119,   50.9408,    7.7423,    7.9014,   10.5377,   10.0882,    0.0000,    0.0000,    0.0000,   25.6585,    0.0000,    0.0000,  225.1912,  225.2700,    0.0081,    0.0154,    3.4964,   26.7952,  164.2104,   23.1139,    6.7109,      3060
    44,    0.0000,   11.1810,   10.2752,    2.3105,   52.4018,   51.0416,    8.2114,    8.0317,    9.8681,   10.2530,    0.0000,    0.0000,    0.0000,   25.7778,    0.0000,    0.0000,  225.2265,  225.3344,    0.0097,    0.0211,    4.0256,   26.4916,  163.8610,   22.9409,    6.7668,      3060
    45,    0.0000,   10.1656,   10.9671,    2.2504,   52.3123,   51.0628,    8.7662,    7.9735,    9.6631,   10.4889,    0.0000,    0.0000,    0.0000,   26.0548,    0.0000,    0.0000,  225.9953,  226.1154,    0.0109,    0.0251,    4.2528,   26.5447,  163.9260,   22.3877,    7.4851,      3060
    46,    0.0000,   12.3574,   10.8996,    2.1203,   52.3921,   51.0124,    8.1732,    7.9877,    8.5067,   10.7733,    0.0000,    0.0000,    0.0000,   25.8801,    0.0000,    0.0000,  224.2513,  224.3468,    0.0094,    0.0203,    3.8505,   26.5545,  164.5131,   21.0755,    7.1745,      3060
    47,    0.0000,   13.1132,   12.0476,    1.7542,   52.5707,   51.3792,    7.9703,    8.0171,    7.9055,   10.0257,    0.0000,    0.0000,    0.0000,   24.9806,    0.0000,    0.0000,  224.0192,  224.1181,    0.0099,    0.0200,    3.7106,   26.0741,  165.0929,   20.8082,    7.3025,      3060
    48,    0.0000,   14.5631,   12.2912,    0.3143,   50.7637,   49.9863,    6.9690,    7.8286,    8.4427,   12.2053,    0.0000,    0.0000,    0.0000,   28.8346,    0.0000,    0.0000,  210.0748,  210.1630,    0.0083,    0.0119,    1.1661,   28.9457,  163.5165,   14.3755,    1.8579,      3060
    49,    0.0000,    6.8070,   43.5328,    0.3388,   26.5868,   25.1783,    7.6308,    8.5932,    9.3545,   37.5557,    0.0000,    0.0000,    0.0000,   27.7702,    0.0000,    0.0000,  225.2572,  225.3460,    0.0087,    0.0172,    3.1148,   28.0049,  165.7820,   20.5002,    6.8078,      3060
    50,    0.0000,    7.6271,   43.5575,    0.3448,   25.8412,   24.9556,    7.3472,    8.3816,   10.4899,   37.9159,    0.0000,    0.0000,    0.0000,   26.9737,    0.0000,    0.0000,  224.8150,  224.9031,    0.0088,    0.0174,    2.9604,   27.2460,  166.6352,   20.2726,    6.7892,      3060
    51,    0.0000,    8.7730,   43.8459,    0.3732,   25.7788,   24.9426,    7.4326,    8.4064,   10.4940,   38.4476,    0.0000,    0.0000,    0.0000,   24.5866,    0.0000,    0.0000,  224.9424,  225.0525,    0.0106,    0.0213,    3.0584,   25.2608,  168.6654,   20.3398,    6.6423,      3060
    52,    0.0000,    7.7365,   43.8267,    0.3746,   25.7201,   25.0038,    7.4239,    8.3654,   10.5484,   38.5082,    0.0000,    0.0000,    0.0000,   25.6485,    0.0000,    0.0000,  225.3374,  225.4537,    0.0107,    0.0229,    3.1453,   26.0529,  167.6731,   20.9900,    6.4470,      3060
    53,    0.0000,    8.4987,   42.9390,    0.3179,   25.7281,   24.9017,    7.3059,    8.0780,    9.8426,   39.7098,    0.0000,    0.0000,    0.0000,   25.6406,    0.0000,    0.0000,  224.7625,  224.8407,    0.0088,    0.0149,    2.5618,   26.2051,  167.4776,   21.3075,    6.3508,      3060
    54,    0.0000,    8.8568,   43.6831,    0.3183,   25.6888,   24.9316,    7.2416,    7.9051,   10.0006,   38.7987,    0.0000,    0.0000,    0.0000,   24.8460,    0.0000,    0.0000,  222.4699,  222.5429,    0.0082,    0.0136,    2.4621,   25.6657,  167.5769,   18.7426,    7.2747,      3060
    55,    0.0000,    6.6514,   41.0191,    0.2289,   25.6665,   24.8566,    7.2281,    7.8055,   10.9318,   39.8149,    0.0000,    0.0000,    0.0000,   24.5907,    0.0000,    0.0000,  221.3653,  221.4520,    0.0088,    0.0163,    2.3692,   25.7851,  164.3592,   20.6736,    7.6460,      3060
    56,    0.0000,    8.1205,   44.4603,    0.2857,   25.6414,   24.9584,    7.1896,    7.8871,   12.3862,   37.6448,    0.0000,    0.0000,    0.0000,   21.8826,    0.0000,    0.0000,  220.6032,  220.6857,    0.0081,    0.0151,    2.6541,   23.4271,  168.7466,   17.4694,    7.5830,      3060
    57,    0.0000,    6.9723,   44.1878,    0.3223,   25.6733,   24.9547,    7.8255,    8.0330,   10.0480,   38.0297,    0.0000,    0.0000,    0.0000,   25.4679,    0.0000,    0.0000,  223.8119,  223.9110,    0.0092,    0.0174,    2.7137,   26.3490,  166.2220,   20.4089,    7.3692,      3060
    58,    0.0000,    7.5836,   43.8787,    0.4424,   25.7141,   24.9235,    7.7529,    8.0518,    9.7904,   37.7898,    0.0000,    0.0000,    0.0000,   25.3824,    0.0000,    0.0000,  223.9586,  224.0382,    0.0081,    0.0153,    2.9629,   26.0460,  166.1139,   20.4550,    7.3044,      3060
    59,    0.0000,    7.2615,   45.3129,    0.4916,   25.7357,   24.8959,    7.5860,    8.1183,    9.8457,   36.9605,    0.0000,    0.0000,    0.0000,   26.9599,    0.0000,    0.0000,  224.5708,  224.6516,    0.0082,    0.0149,    2.5956,   27.3870,  166.3920,   20.5175,    6.9908,      3060
    60,    0.0000,    7.5663,   45.7007,    0.5095,   25.7321,   24.8917,    7.8149,    8.1342,   10.0796,   36.5664,    0.0000,    0.0000,    0.0000,   25.5966,    0.0000,    0.0000,  225.2466,  225.3318,    0.0090,    0.0161,    2.7442,   26.2691,  167.1692,   21.6298,    6.5210,      3060
    61,    0.0000,    6.2633,   45.4538,    0.3554,   25.6697,   24.8289,    8.0412,    7.9667,   10.9118,   36.6718,    0.0000,    0.0000,    0.0000,   25.0204,    0.0000,    0.0000,  224.8772,  224.9895,    0.0098,    0.0206,    3.1039,   25.6819,  166.3185,   21.9550,    6.7679,      3060
    62,    0.0000,    5.8721,   48.5011,    0.3285,   25.6424,   24.7784,    8.0374,    8.0229,   11.0031,   34.9139,    0.0000,    0.0000,    0.0000,   24.8006,    0.0000,    0.0000,  224.0876,  224.1999,    0.0099,    0.0206,    3.1097,   25.5705,  167.2491,   19.6624,    7.4343,      3060
    63,    0.0000,    6.0901,   52.1550,    0.2023,   25.6979,   24.8343,    7.8983,    7.9610,    8.7299,   34.0473,    0.0000,    0.0000,    0.0000,   24.7679,    0.0000,    0.0000,  224.3560,  224.4627,    0.0096,    0.0198,    2.9926,   25.6671,  167.7732,   19.6851,    7.3273,      3060
    64,    0.0000,    5.6978,   79.6776,    0.1757,   25.6411,   25.3035,    8.0128,    8.0758,    6.2526,    8.8497,    0.0000,    0.0000,    0.0000,   24.8091,    0.0000,    0.0000,  224.9107,  225.0162,    0.0096,    0.0201,    3.1064,   25.5792,  167.8482,   20.2876,    7.0602,      3060
    65,    0.0000,    8.0023,   78.6139,    0.7570,   25.6605,   25.4173,    7.0973,    7.7412,    6.6586,    8.0640,    0.0000,    0.0000,    0.0000,   23.0114,    0.0000,    0.0000,  222.9087,  222.9984,    0.0096,    0.0191,    3.3022,   23.4178,  168.1786,   21.4634,    5.4525,      3060
    66,    0.0000,    7.6423,   79.0289,    0.7286,   25.6560,   25.3880,    7.1338,    7.7759,    6.0577,    8.0090,    0.0000,    0.0000,    0.0000,   24.1825,    0.0000,    0.0000,  222.4118,  222.4950,    0.0087,    0.0174,    3.0798,   24.5418,  167.5821,   20.2608,    6.0699,      3060
    67,    0.0000,    7.2221,   78.9563,    0.7172,   25.7051,   25.3957,    7.0928,    7.7692,    6.4535,    7.7720,    0.0000,    0.0000,    0.0000,   23.9570,    0.0000,    0.0000,  221.9514,  222.0559,    0.0097,    0.0204,    3.1119,   24.3632,  167.2496,   19.9040,    6.4349,      3060
    68,    0.0000,    7.0273,   79.3233,    0.5789,   25.7370,   25.4035,    7.1601,    7.7596,    6.6543,    7.6635,    0.0000,    0.0000,    0.0000,   22.8120,    0.0000,    0.0000,  219.0816,  219.1912,    0.0099,    0.0204,    3.2664,   23.2734,  167.4807,   16.2068,    7.7875,      3060
    69,    0.0000,    6.6540,   77.3416,    0.4494,   25.8080,   25.4013,    7.5501,    7.7251,    6.5426,    8.1947,    0.0000,    0.0000,    0.0000,   23.1951,    0.0000,    0.0000,  216.9642,  217.0521,    0.0084,    0.0143,    2.8297,   23.7470,  165.8238,   15.7187,    8.1073,      3060
    70,    0.0000,    9.1551,   75.4928,    0.5791,   25.7104,   25.2858,    7.1008,    7.6808,    6.0007,    7.6648,    0.0000,    0.0000,    0.0000,   22.2380,    0.0000,    0.0000,  217.3729,  217.4528,    0.0081,    0.0127,    2.9890,   22.9123,  164.8499,   18.1171,    7.6260,      3060
    71,    0.0000,    7.5081,   75.9225,    0.6615,   25.6296,   25.2777,    7.0799,    7.7175,    6.1489,    7.4303,    0.0000,    0.0000,    0.0000,   24.9778,    0.0000,    0.0000,  220.6065,  220.6844,    0.0079,    0.0150,    2.8929,   25.3342,  163.5399,   21.5119,    6.5423,      3060
    72,    0.0000,    7.4117,   76.4085,    0.7066,   25.6178,   25.2761,    7.0841,    7.7348,    6.5896,    7.2032,    0.0000,    0.0000,    0.0000,   24.9134,    0.0000,    0.0000,  221.2560,  221.3339,    0.0082,    0.0152,    2.6962,   25.2723,  164.1862,   22.2123,    6.0773,      3060
    73,    0.0000,    8.5576,   77.1870,    0.7730,   25.6731,   25.4936,    7.1718,    7.7579,    5.4802,    6.8735,    0.0000,    0.0000,    0.0000,   23.7081,    0.0000,    0.0000,  222.7739,  222.8725,    0.0089,    0.0180,    3.4561,   24.1278,  165.1489,   22.4459,    6.4474,      3060
    74,    0.0000,    8.4367,   77.2919,    0.7678,   25.7103,   25.4906,    7.1210,    7.8462,    5.2960,    6.8627,    0.0000,    0.0000,    0.0000,   24.8329,    0.0000,    0.0000,  222.9808,  223.0840,    0.0092,    0.0189,    3.0946,   25.2187,  165.0048,   22.3326,    6.5748,      3060
    75,    0.0000,    8.1154,   78.5512,    0.8148,   25.7120,   25.5034,    7.0976,    7.8102,    5.1613,    6.3884,    0.0000,    0.0000,    0.0000,   25.1234,    0.0000,    0.0000,  222.7080,  222.8004,    0.0089,    0.0178,    3.1847,   25.4687,  165.3275,   20.9411,    6.8602,      3060
    76,    0.0000,    7.9625,   79.1031,    0.8244,   25.6859,   25.4948,    7.1880,    7.8781,    4.9922,    5.8027,    0.0000,    0.0000,    0.0000,   24.9921,    0.0000,    0.0000,  222.7774,  222.8656,    0.0088,    0.0171,    3.2965,   25.3241,  165.1070,   21.4242,    6.5408,      3060
    77,    0.0000,    7.8096,   79.8391,    0.7395,   25.7185,   25.4075,    7.0628,    7.9404,    4.8114,    5.7351,    0.0000,    0.0000,    0.0000,   25.5551,    0.0000,    0.0000,  222.9556,  223.0599,    0.0099,    0.0187,    3.1427,   25.8754,  165.2349,   21.3515,    6.4661,      3060
    78,    0.0000,    7.5073,   81.6880,    0.6933,   25.6692,   25.4125,    7.0414,    7.9440,    5.0617,    4.1085,    0.0000,    0.0000,    0.0000,   24.9450,    0.0000,    0.0000,  222.9486,  223.0473,    0.0102,    0.0181,    3.3645,   25.3053,  165.2916,   21.4128,    6.5165,      3060
    79,    0.0000,    7.0758,   82.7908,    0.6298,   25.7513,   25.4620,    7.0446,    7.9763,    4.7801,    4.1410,    0.0000,    0.0000,    0.0000,   24.9026,    0.0000,    0.0000,  222.4299,  222.5175,    0.0095,    0.0162,    3.5181,   25.2044,  165.8158,   19.8468,    6.9268,      3060
    80,    0.0000,    6.5529,   82.4604,    0.5960,   25.7567,   25.4597,    7.0559,    7.9502,    4.3148,    4.5228,    0.0000,    0.0000,    0.0000,   26.0411,    0.0000,    0.0000,  221.5917,  221.7030,    0.0103,    0.0185,    3.1373,   26.3069,  164.8341,   19.1455,    7.3162,      3060
    81,    0.0000,    5.9916,   82.8638,    0.4716,   25.7948,   25.2988,    7.7119,    7.8326,    4.1918,    4.7896,    0.0000,    0.0000,    0.0000,   25.3764,    0.0000,    0.0000,  221.7516,  221.8456,    0.0100,    0.0198,    2.9652,   25.9890,  165.1024,   19.6370,    7.0682,      3060
    82,    0.0000,    5.4888,   81.6667,    0.4106,   25.8319,   25.2845,    7.6104,    7.6570,    4.4676,    5.4260,    0.0000,    0.0000,    0.0000,   24.6223,    0.0000,    0.0000,  220.5380,  220.6216,    0.0087,    0.0164,    3.0263,   25.4880,  163.9987,   19.7370,    7.3364,      3060
    83,    0.0000,    5.8648,   82.5937,    0.3491,   25.9776,   25.3685,    7.7028,    7.6813,    4.1475,    5.7896,    0.0000,    0.0000,    0.0000,   23.1767,    0.0000,    0.0000,  219.4518,  219.5414,    0.0085,    0.0157,    2.8850,   24.5964,  165.6488,   17.9508,    7.6919,      3060
    84,    0.0000,    7.5395,   80.2544,    0.3882,   25.9247,   25.2966,    7.6651,    7.7565,    4.7476,    5.2098,    0.0000,    0.0000,    0.0000,   22.4091,    0.0000,    0.0000,  219.7441,  219.8274,    0.0081,    0.0146,    3.1369,   23.7618,  164.9552,   19.6586,    7.3786,      3060
    85,    0.0000,    6.1140,   81.1849,    0.4675,   25.8589,   25.3850,    7.7911,    7.8548,    5.0052,    4.3851,    0.0000,    0.0000,    0.0000,   24.6214,    0.0000,    0.0000,  222.0522,  222.1579,    0.0099,    0.0191,    3.1849,   25.5156,  164.2352,   21.2918,    6.9593,      3060
    86,    0.0000,    6.1067,   81.5935,    0.4766,   25.8224,   25.3748,    7.7197,    7.8609,    5.3524,    4.3450,    0.0000,    0.0000,    0.0000,   24.7186,    0.0000,    0.0000,  222.1892,  222.2830,    0.0092,    0.0177,    2.9804,   25.5840,  164.8312,   21.0434,    6.9118,      3060
    87,    0.0000,    7.3624,   81.5510,    0.5348,   25.8095,   25.3374,    7.8060,    7.8367,    4.6266,    4.1155,    0.0000,    0.0000,    0.0000,   24.1024,    0.0000,    0.0000,  222.8162,  222.9075,    0.0093,    0.0191,    3.3313,   24.9582,  165.1592,   21.5125,    6.7598,      3060
    88,    0.0000,    7.4382,   81.8910,    0.5590,   25.8476,   25.3328,    7.7000,    7.8665,    4.7197,    3.9381,    0.0000,    0.0000,    0.0000,   24.9324,    0.0000,    0.0000,  223.3467,  223.4427,    0.0094,    0.0194,    2.9720,   25.6709,  165.4761,   21.9773,    6.3730,      3060
    89,    0.0000,    6.1759,   82.1629,    0.6245,   25.8917,   25.4427,    8.2847,    7.9680,    4.5893,    3.8251,    0.0000,    0.0000,    0.0000,   25.6996,    0.0000,    0.0000,  224.2022,  224.3100,    0.0102,    0.0199,    3.0122,   26.5360,  165.1725,   21.9383,    6.7529,      3060
    90,    0.0000,    6.1880,   82.3650,    0.6116,   25.9279,   25.3985,    8.2607,    7.9717,    4.3614,    3.9834,    0.0000,    0.0000,    0.0000,   25.6870,    0.0000,    0.0000,  223.9010,  224.0094,    0.0099,    0.0201,    3.1337,   26.3814,  165.2727,   21.1750,    6.9868,      3060
    91,    0.0000,    5.9973,   83.0139,    0.6156,   25.8650,   25.3969,    8.3331,    8.0089,    4.4655,    3.8765,    0.0000,    0.0000,    0.0000,   25.3426,    0.0000,    0.0000,  224.1300,  224.2200,    0.0093,    0.0177,    3.4686,   25.9225,  165.7720,   20.9962,    6.8279,      3060
    92,    0.0000,    5.6946,   83.5741,    0.6023,   25.9440,   25.3953,    8.3060,    7.9192,    4.7180,    3.5335,    0.0000,    0.0000,    0.0000,   25.5676,    0.0000,    0.0000,  224.5358,  224.6406,    0.0098,    0.0201,    3.1807,   26.2732,  165.8713,   21.8110,    6.4157,      3060
    93,    0.0000,    5.2527,   84.0497,    0.5512,   25.8841,   25.3907,    8.2247,    8.0049,    4.6621,    3.8095,    0.0000,    0.0000,    0.0000,   26.1568,    0.0000,    0.0000,  224.5328,  224.6153,    0.0085,    0.0153,    3.0406,   26.7318,  166.0103,   21.6862,    6.3092,      3060
    94,    0.0000,    4.6527,   84.7983,    0.5586,   25.8449,   25.4165,    8.6298,    7.9450,    3.9684,    3.7345,    0.0000,    0.0000,    0.0000,   25.7043,    0.0000,    0.0000,  224.9512,  225.0406,    0.0090,    0.0186,    3.4740,   26.1122,  165.7288,   21.8363,    6.6072,      3060
    95,    0.0000,    5.2766,   85.2914,    0.5638,   25.9272,   25.4085,    8.1526,    7.9327,    3.8713,    3.1236,    0.0000,    0.0000,    0.0000,   25.5260,    0.0000,    0.0000,  223.9692,  224.0668,    0.0092,    0.0183,    3.2319,   26.2434,  165.7252,   21.0056,    6.7959,      3060
    96,    0.0000,    4.5263,   85.4056,    0.5011,   26.0861,   25.5009,    8.0705,    7.9663,    4.3539,    3.2617,    0.0000,    0.0000,    0.0000,   24.6798,    0.0000,    0.0000,  222.9403,  223.0462,    0.0101,    0.0193,    3.2252,   25.8285,  165.8624,   20.2786,    6.7635,      3060
    97,    0.0000,    9.4768,   83.9375,    0.1605,   25.2607,   25.1585,    6.9511,    7.7042,    5.2623,    3.8708,    0.0000,    0.0000,    0.0000,   23.5654,    0.0000,    0.0000,  207.4249,  207.4987,    0.0078,    0.0065,    1.1578,   23.7098,  167.9016,   12.7186,    1.7244,      3060
    98,    0.0000,    5.8325,   80.8771,    0.5673,   26.7776,   26.3448,    8.5508,    8.2212,    5.0463,    3.4684,    0.0000,    0.0000,    0.0000,   23.0767,    0.0000,    0.0000,  221.6903,  221.7830,    0.0082,    0.0179,    3.5111,   24.6201,  165.9549,   18.5917,    7.9502,      3060
    99,    0.0000,    5.1267,   82.3433,    0.5879,   25.9604,   25.6025,    8.2553,    7.9339,    5.6632,    3.8232,    0.0000,    0.0000,    0.0000,   25.8379,    0.0000,    0.0000,  223.0664,  223.1564,    0.0080,    0.0177,    3.1190,   26.7972,  165.4932,   19.9304,    6.9609,      3060
   100,    0.0000,    5.7223,   82.1096,    0.6051,   25.9051,   25.4932,    8.2901,    7.9168,    5.2394,    4.0416,    0.0000,    0.0000,    0.0000,   25.4718,    0.0000,    0.0000,  223.4509,  223.5378,    0.0089,    0.0164,    3.2211,   26.2726,  165.5136,   20.4860,    6.9063,      3060
   101,    0.0000,    6.2837,   82.1590,    0.6613,   25.9107,   25.5130,    8.2520,    7.9005,    4.9719,    3.9336,    0.0000,    0.0000,    0.0000,   25.7894,    0.0000,    0.0000,  224.0012,  224.0888,    0.0090,    0.0167,    2.9816,   26.6416,  165.7733,   21.1084,    6.6347,      3060
   102,    0.0000,    5.8605,   82.0621,    0.6511,   25.8939,   25.5955,    8.5155,    8.0095,    5.0493,    3.8812,    0.0000,    0.0000,    0.0000,   25.5541,    0.0000,    0.0000,  224.4106,  224.5144,    0.0094,    0.0195,    3.4130,   26.2116,  165.7247,   21.4036,    6.6058,      3060
   103,    0.0000,    6.2002,   82.3930,    0.6527,   25.9350,   25.5718,    8.4427,    7.9887,    4.9426,    3.9243,    0.0000,    0.0000,    0.0000,   25.3763,    0.0000,    0.0000,  224.1546,  224.2575,    0.0093,    0.0197,    3.2220,   26.3494,  166.2608,   20.5591,    6.8786,      3060
   104,    0.0000,    5.8284,   82.4407,    0.6732,   25.9540,   25.6266,    8.5429,    7.9631,    4.8969,    3.8129,    0.0000,    0.0000,    0.0000,   25.4285,    0.0000,    0.0000,  224.2201,  224.3037,    0.0088,    0.0173,    3.6173,   25.9887,  165.9472,   20.7949,    6.7484,      3060
   105,    0.0000,    6.0216,   82.6497,    0.6863,   25.9839,   25.6016,    8.4732,    7.9475,    4.8390,    3.7634,    0.0000,    0.0000,    0.0000,   25.8840,    0.0000,    0.0000,  224.7339,  224.8272,    0.0090,    0.0188,    3.2187,   26.5857,  166.1783,   21.6775,    6.2223,      3060
   106,    0.0000,    6.1891,   83.4887,    0.5230,   25.8612,   25.4323,    8.2328,    8.0230,    5.3257,    3.6865,    0.0000,    0.0000,    0.0000,   24.8553,    0.0000,    0.0000,  224.2533,  224.3502,    0.0088,    0.0195,    3.3527,   25.6585,  166.9447,   21.1386,    6.1882,      3060
   107,    0.0000,    5.8959,   83.8514,    0.4699,   25.9153,   25.4670,    8.1446,    8.0636,    4.6665,    4.4159,    0.0000,    0.0000,    0.0000,   24.7843,    0.0000,    0.0000,  223.9812,  224.0847,    0.0088,    0.0193,    3.2271,   25.7766,  167.0719,   20.5896,    6.4811,      3060
   108,    0.0000,    5.5260,   85.0272,    0.4816,   25.8707,   25.5004,    8.2063,    8.0184,    4.0471,    3.8192,    0.0000,    0.0000,    0.0000,   24.9499,    0.0000,    0.0000,  223.7530,  223.8573,    0.0089,    0.0198,    3.4360,   25.6789,  166.6733,   20.2243,    6.6908,      3060
   109,    0.0000,    5.2301,   85.5639,    0.4886,   25.8677,   25.5278,    8.2894,    8.0530,    4.0824,    3.2696,    0.0000,    0.0000,    0.0000,   24.6455,    0.0000,    0.0000,  223.8574,  223.9627,    0.0091,    0.0194,    3.5869,   25.3984,  166.5477,   20.6945,    6.5129,      3060
   110,    0.0000,    5.8122,   85.6573,    0.4019,   25.8778,   25.4257,    7.6435,    7.7845,    4.4013,    3.5967,    0.0000,    0.0000,    0.0000,   24.4791,    0.0000,    0.0000,  222.2102,  222.2912,    0.0085,    0.0166,    2.8622,   25.5117,  166.7623,   19.7286,    6.4302,      3060
   111,    0.0000,    6.3272,   85.2476,    0.3118,   26.0672,   25.4983,    7.4206,    7.8475,    3.7553,    4.1405,    0.0000,    0.0000,    0.0000,   23.1399,    0.0000,    0.0000,  219.8713,  219.9572,    0.0080,    0.0176,    2.8411,   24.6732,  166.7931,   17.6376,    7.1948,      3060
   112,    0.0000,    8.2916,   82.4317,    0.4419,   25.8279,   25.4154,    7.2457,    7.6968,    6.2517,    4.0666,    0.0000,    0.0000,    0.0000,   22.1405,    0.0000,    0.0000,  219.2071,  219.2830,    0.0076,    0.0136,    3.1224,   23.6242,  167.8597,   15.9786,    7.7027,      3060
   113,    0.0000,    6.8338,   82.5574,    0.5027,   25.7426,   25.3719,    7.3866,    7.6909,    6.2732,    3.6480,    0.0000,    0.0000,    0.0000,   24.9313,    0.0000,    0.0000,  221.2307,  221.3049,    0.0075,    0.0145,    2.8449,   26.0569,  166.1804,   18.2217,    7.2399,      3060
   114,    0.0000,    7.3247,   81.2517,    0.6799,   25.7402,   25.6321,    7.1399,    7.7994,    6.8097,    3.6437,    0.0000,    0.0000,    0.0000,   24.9144,    0.0000,    0.0000,  222.1308,  222.2284,    0.0090,    0.0184,    2.7992,   25.3114,  166.2286,   19.8579,    7.1721,      3060
   115,    0.0000,    8.7736,   82.3731,    0.7055,   25.7688,   25.5739,    7.1247,    7.8104,    5.5914,    3.7401,    0.0000,    0.0000,    0.0000,   24.5889,    0.0000,    0.0000,  222.2319,  222.3246,    0.0085,    0.0175,    2.8689,   25.0178,  167.6583,   18.5407,    7.2908,      3060
   116,    0.0000,    7.9956,   82.3710,    0.7710,   25.7154,   25.5403,    7.1550,    7.7698,    5.6265,    3.7114,    0.0000,    0.0000,    0.0000,   25.6151,    0.0000,    0.0000,  223.0859,  223.1689,    0.0082,    0.0159,    2.8124,   25.9956,  166.8446,   19.8209,    6.8187,      3060
   117,    0.0000,    8.3164,   82.7838,    0.7808,   25.6761,   25.5211,    7.1343,    7.7327,    5.7003,    3.6903,    0.0000,    0.0000,    0.0000,   24.5556,    0.0000,    0.0000,  223.6245,  223.7180,    0.0095,    0.0183,    3.1057,   24.9644,  167.5160,   20.7084,    6.2381,      3060
   118,    0.0000,    8.3963,   82.9060,    0.6924,   25.6835,   25.4522,    7.1216,    7.7984,    4.9929,    3.8957,    0.0000,    0.0000,    0.0000,   25.1337,    0.0000,    0.0000,  223.8969,  223.9974,    0.0094,    0.0192,    3.0213,   25.4808,  167.1112,   21.1019,    6.1023,      3060
   119,    0.0000,    8.4887,   83.0232,    0.6852,   25.7462,   25.4878,    7.0686,    7.8037,    4.6778,    3.9947,    0.0000,    0.0000,    0.0000,   25.5500,    0.0000,    0.0000,  223.6567,  223.7610,    0.0096,    0.0192,    2.8481,   25.9157,  167.1489,   20.4964,    6.3590,      3060
   120,    0.0000,    8.2842,   83.6529,    0.6482,   25.7693,   25.4842,    7.1443,    7.8724,    5.1639,    3.6120,    0.0000,    0.0000,    0.0000,   24.9716,    0.0000,    0.0000,  223.2136,  223.3194,    0.0094,    0.0191,    2.8364,   25.4076,  167.8131,   19.6236,    6.6487,      3060
   121,    0.0000,    6.4642,   83.7225,    0.5267,   25.9385,   25.5680,    7.1550,    7.8683,    5.7584,    4.4729,    0.0000,    0.0000,    0.0000,   24.7152,    0.0000,    0.0000,  223.2323,  223.3417,    0.0092,    0.0197,    2.9039,   25.1659,  167.6551,   19.9454,    6.6051,      3060
   122,    0.0000,    6.0736,   85.2309,    0.4091,   25.6738,   25.3811,    7.0717,    7.7527,    4.7644,    4.1050,    0.0000,    0.0000,    0.0000,   25.9983,    0.0000,    0.0000,  222.6601,  222.7428,    0.0087,    0.0157,    2.6736,   26.2900,  166.6123,   20.0907,    6.1699,      3060
   123,    0.0000,    6.5412,   85.7168,    0.4065,   25.6554,   25.3636,    7.0615,    7.7376,    4.1567,    3.7946,    0.0000,    0.0000,    0.0000,   25.2837,    0.0000,    0.0000,  222.3417,  222.4236,    0.0089,    0.0162,    2.8342,   25.6113,  166.5857,   19.9697,    6.3835,      3060
   124,    0.0000,    7.5742,   86.3115,    0.3660,   25.7376,   25.4132,    7.0543,    7.7324,    3.9250,    3.9835,    0.0000,    0.0000,    0.0000,   23.4831,    0.0000,    0.0000,  220.6898,  220.7710,    0.0088,    0.0155,    2.9014,   23.8432,  168.2489,   17.8887,    6.8124,      3060
   125,    0.0000,    6.9418,   85.2228,    0.2850,   25.7683,   25.4781,    7.0795,    7.7419,    4.0976,    4.5060,    0.0000,    0.0000,    0.0000,   23.4387,    0.0000,    0.0000,  218.4616,  218.5501,    0.0078,    0.0144,    2.5030,   23.9688,  167.2812,   16.3612,    7.7244,      3060
   126,    0.0000,   11.7332,   81.3773,    0.4578,   25.7722,   25.4489,    7.1064,    7.6447,    4.4934,    3.5898,    0.0000,    0.0000,    0.0000,   21.4804,    0.0000,    0.0000,  218.2384,  218.3253,    0.0078,    0.0148,    2.7105,   22.2723,  167.8115,   16.7286,    7.9232,      3060
   127,    0.0000,   10.0486,   81.8101,    0.5128,   25.7084,   25.4176,    7.1152,    7.7224,    4.1656,    3.6965,    0.0000,    0.0000,    0.0000,   24.4749,    0.0000,    0.0000,  219.9997,  220.0830,    0.0075,    0.0145,    2.6767,   24.8453,  166.3616,   17.9522,    7.4335,      3060
   128,    0.0000,   10.1300,   81.8388,    0.5382,   25.6583,   25.3791,    7.1162,    7.6871,    4.8698,    3.8571,    0.0000,    0.0000,    0.0000,   23.8606,    0.0000,    0.0000,  222.0619,  222.1389,    0.0076,    0.0137,    2.5898,   24.2527,  167.2367,   20.5426,    6.5989,      3060
   129,    0.0000,   10.2972,   82.8316,    0.5726,   25.7102,   25.3875,    7.1073,    7.7405,    4.9597,    3.5313,    0.0000,    0.0000,    0.0000,   23.7761,    0.0000,    0.0000,  223.0125,  223.0936,    0.0080,    0.0154,    2.5716,   24.1599,  168.3059,   21.1658,    5.9640,      3060
