  mype,      init,    upsend,    dnsend,    weight,    hfiltT,     hfilt,    vfiltT,     vfilt,     bocoT,      boco,   filt2an,     aintp,      intp,   an2filt,    output,     total,  multiply,  ifc_mult,   ifc_reg,  ifc_fset,preprocess,anal_to_fi, filtering,filt_to_an,postproces,    icount
    74,    0.0000,   41.7637,  240.4369,    3.1957,   66.8774,   66.0347,   10.3916,   18.6716,   23.8820,   10.9680,    0.0000,    0.0000,    0.0000,  109.6569,    0.0000,    0.0000,  682.9365,  683.0900,    0.0163,    0.0409,    9.3135,  111.3097,  482.3824,   62.2970,   13.8916,      3060
    75,    0.0000,   43.3074,  241.3554,    3.3296,   67.0403,   65.9577,   10.4197,   16.7494,   23.1032,   10.9800,    0.0000,    0.0000,    0.0000,  109.1275,    0.0000,    0.0000,  683.3804,  683.5367,    0.0163,    0.0399,    9.6710,  110.4438,  482.4065,   62.9509,   13.4328,      3060
    76,    0.0000,   35.1805,  241.0131,    3.7113,   66.6835,   66.0003,   10.3670,   26.8456,   22.2135,   10.9698,    0.0000,    0.0000,    0.0000,  107.6829,    0.0000,    0.0000,  683.2907,  683.4389,    0.0157,    0.0371,    9.7223,  109.5817,  483.1579,   63.3558,   12.9371,      3060
    77,    0.0000,   44.7964,  240.3597,    3.2258,   67.2631,   65.8171,   10.3572,   17.6290,   22.9214,   10.9454,    0.0000,    0.0000,    0.0000,  107.4289,    0.0000,    0.0000,  683.2312,  683.3810,    0.0152,    0.0390,    9.7646,  109.3440,  483.4861,   63.5731,   12.8132,      3060
    78,    0.0000,   43.5639,  242.4934,    3.0460,   66.8981,   65.8495,   10.3525,   17.8706,   22.2794,   10.9090,    0.0000,    0.0000,    0.0000,  107.7108,    0.0000,    0.0000,  683.3614,  683.5114,    0.0147,    0.0387,   10.0260,  109.3256,  483.4207,   62.4397,   13.5502,      3060
    79,    0.0000,   48.8687,  242.5339,    2.7093,   67.0624,   65.7766,   10.1477,   14.1453,   23.4176,   10.9129,    0.0000,    0.0000,    0.0000,  103.9324,    0.0000,    0.0000,  683.0851,  683.2345,    0.0155,    0.0363,   10.0445,  105.7400,  485.7437,   62.7413,   14.1730,      3060
    80,    0.0000,   37.7402,  237.0746,    2.9215,   66.6561,   66.0739,   10.1379,   25.6870,   21.6808,   10.6968,    0.0000,    0.0000,    0.0000,  105.7401,    0.0000,    0.0000,  676.9853,  677.1359,    0.0153,    0.0364,    9.4799,  107.5513,  478.8333,   61.2529,   15.9509,      3060
    81,    0.0000,   47.3609,  238.6245,    3.1194,   67.1903,   65.9045,   10.4039,   13.4904,   22.1430,   10.5658,    0.0000,    0.0000,    0.0000,  106.4944,    0.0000,    0.0000,  675.3430,  675.4984,    0.0160,    0.0377,   10.2276,  107.9640,  478.9557,   59.2409,   15.5087,      3060
    82,    0.0000,   47.9062,  235.4600,    2.8243,   66.9911,   65.8917,   10.2427,   14.3688,   21.4675,   10.7338,    0.0000,    0.0000,    0.0000,  104.8672,    0.0000,    0.0000,  671.8775,  672.0291,    0.0153,    0.0363,   10.3413,  106.1822,  476.0398,   59.1184,   16.7789,      3060
    83,    0.0000,   53.4486,  233.5249,    2.0211,   67.0703,   66.2008,   10.3337,   10.0916,   20.8221,   11.0654,    0.0000,    0.0000,    0.0000,   99.5207,    0.0000,    0.0000,  666.4028,  666.5537,    0.0152,    0.0365,   10.6594,  101.1679,  474.7544,   58.2783,   17.6493,      3060
    84,    0.0000,   40.2016,  231.3867,    3.5211,   66.7959,   65.8889,   10.5102,   26.7872,   19.8560,   10.8346,    0.0000,    0.0000,    0.0000,  101.3599,    0.0000,    0.0000,  666.2821,  666.4437,    0.0157,    0.0410,   10.6582,  103.3235,  475.9604,   54.4652,   17.6859,      3060
    85,    0.0000,   37.0376,  233.0379,    3.9034,   66.7602,   66.4085,   10.2988,   27.1140,   19.2181,   11.1765,    0.0000,    0.0000,    0.0000,  107.0081,    0.0000,    0.0000,  674.5389,  674.6977,    0.0164,    0.0412,   10.3697,  108.7488,  475.1406,   60.5543,   15.8885,      3060
    86,    0.0000,   36.7451,  236.5562,    4.0165,   66.6265,   66.4474,   10.2307,   27.6794,   20.2710,   11.0995,    0.0000,    0.0000,    0.0000,  107.4931,    0.0000,    0.0000,  676.8229,  676.9770,    0.0152,    0.0398,   10.1469,  109.1163,  479.8355,   58.8779,   15.2697,      3060
    87,    0.0000,   37.1691,  237.2042,    4.1665,   66.8978,   66.3250,   10.6298,   26.8127,   20.5689,   10.8544,    0.0000,    0.0000,    0.0000,  104.4617,    0.0000,    0.0000,  679.4546,  679.6092,    0.0162,    0.0397,   11.8321,  106.0946,  480.8051,   60.6508,   14.8381,      3060
    88,    0.0000,   34.4890,  238.0316,    4.2726,   66.5614,   66.3611,   10.2488,   30.8009,   20.0686,   10.7877,    0.0000,    0.0000,    0.0000,  108.5383,    0.0000,    0.0000,  679.3826,  679.5377,    0.0153,    0.0392,   10.1029,  110.1066,  481.7856,   59.7633,   14.0920,      3060
    89,    0.0000,   36.1797,  237.2453,    4.2182,   66.7491,   66.8185,   10.4759,   29.0408,   19.5473,   11.3561,    0.0000,    0.0000,    0.0000,  107.6168,    0.0000,    0.0000,  682.9361,  683.0983,    0.0162,    0.0398,   10.1053,  109.5114,  481.8249,   63.6587,   13.9586,      3060
    90,    0.0000,   32.5821,  240.6333,    4.4436,   66.5450,   66.7781,   10.5475,   32.3933,   19.4653,   11.3837,    0.0000,    0.0000,    0.0000,  107.0755,    0.0000,    0.0000,  683.2449,  683.4058,    0.0155,    0.0413,   10.4438,  109.1342,  484.9542,   60.4414,   13.7865,      3060
    91,    0.0000,   33.9561,  241.6390,    4.1965,   66.9222,   66.6865,   10.4829,   31.4990,   19.1614,   11.3013,    0.0000,    0.0000,    0.0000,  107.1337,    0.0000,    0.0000,  684.2896,  684.4479,    0.0168,    0.0398,   10.5513,  109.0886,  486.0366,   61.0161,   13.0667,      3060
    92,    0.0000,   32.6650,  243.7849,    4.4854,   66.5183,   66.7901,   10.5326,   32.1468,   17.4756,   11.2348,    0.0000,    0.0000,    0.0000,  108.0377,    0.0000,    0.0000,  684.7374,  684.8991,    0.0159,    0.0414,   10.4252,  109.6860,  485.8054,   61.8506,   12.6097,      3060
    93,    0.0000,   35.5260,  242.3245,    4.2601,   66.6736,   66.4111,   10.4530,   28.1737,   19.6877,   11.2044,    0.0000,    0.0000,    0.0000,  107.1299,    0.0000,    0.0000,  683.9442,  684.0947,    0.0146,    0.0378,   10.1757,  108.7468,  484.8865,   63.2187,   12.6817,      3060
    94,    0.0000,   31.0628,  242.8188,    4.0604,   66.5676,   66.3888,   10.4429,   31.7968,   20.0422,   11.2244,    0.0000,    0.0000,    0.0000,  107.2716,    0.0000,    0.0000,  683.2095,  683.3609,    0.0156,    0.0371,   10.0694,  109.2031,  484.5778,   61.7059,   13.5569,      3060
    95,    0.0000,   31.5636,  240.0285,    4.0404,   66.6133,   66.5016,   10.4598,   28.7575,   21.5541,   11.4242,    0.0000,    0.0000,    0.0000,  107.7355,    0.0000,    0.0000,  683.3043,  683.4577,    0.0152,    0.0387,   10.3804,  109.5579,  481.1178,   63.8581,   13.8473,      3060
    96,    0.0000,   28.2099,  240.8999,    3.7791,   66.2847,   66.6667,   10.4042,   33.8073,   19.8271,   11.4568,    0.0000,    0.0000,    0.0000,  105.9815,    0.0000,    0.0000,  679.1219,  679.2779,    0.0159,    0.0386,   10.3926,  107.7171,  481.5218,   59.5889,   15.2515,      3060
    97,    0.0000,   37.6563,  226.3390,    0.5896,   65.9317,   64.6415,    9.6358,   28.9781,   23.7381,    9.7829,    0.0000,    0.0000,    0.0000,  109.7785,    0.0000,    0.0000,  636.4530,  636.5940,    0.0145,    0.0337,    4.0431,  110.3276,  467.4013,   46.8110,    7.2037,      3060
    98,    0.0000,   41.0116,  234.4421,    4.9319,   69.3550,   70.0271,   11.5704,   21.3269,   16.8370,   12.1923,    0.0000,    0.0000,    0.0000,  103.5479,    0.0000,    0.0000,  681.1843,  681.3740,    0.0195,    0.0520,   11.6350,  106.9293,  481.9460,   57.7507,   18.2487,      3060
    99,    0.0000,   47.2284,  237.1681,    5.5989,   67.6878,   67.5780,   11.0766,   15.8654,   17.4866,   11.3440,    0.0000,    0.0000,    0.0000,  109.2244,    0.0000,    0.0000,  683.9731,  684.1608,    0.0195,    0.0516,   10.8657,  111.3475,  481.2298,   60.0137,   16.3306,      3060
   100,    0.0000,   47.6387,  239.4371,    6.0231,   67.5715,   67.6877,   11.0946,   16.2258,   17.5136,   11.2004,    0.0000,    0.0000,    0.0000,  109.2800,    0.0000,    0.0000,  686.6847,  686.8677,    0.0179,    0.0485,   10.7426,  111.3511,  484.5912,   60.4682,   15.4111,      3060
   101,    0.0000,   49.2127,  239.4114,    6.1547,   67.7482,   67.7216,   11.0637,   15.9303,   16.4047,   11.1600,    0.0000,    0.0000,    0.0000,  110.5272,    0.0000,    0.0000,  686.9052,  687.0862,    0.0176,    0.0509,   10.4285,  112.5707,  485.0240,   60.7071,   14.7563,      3060
   102,    0.0000,   37.8908,  239.4168,    5.8359,   67.1514,   67.8794,   11.2246,   27.1748,   17.5273,   11.4677,    0.0000,    0.0000,    0.0000,  109.5142,    0.0000,    0.0000,  689.2263,  689.4223,    0.0211,    0.0575,   11.0135,  111.4615,  485.7726,   62.3795,   14.1721,      3060
   103,    0.0000,   48.8796,  239.3826,    5.5334,   67.3803,   67.7123,   11.2362,   16.1242,   18.2345,   11.4388,    0.0000,    0.0000,    0.0000,  108.4622,    0.0000,    0.0000,  688.9231,  689.1210,    0.0213,    0.0581,   10.8501,  111.1620,  486.1258,   62.0197,   14.6568,      3060
   104,    0.0000,   47.3720,  241.4236,    5.7836,   67.3718,   67.8176,   11.2710,   17.2631,   18.1346,   11.3549,    0.0000,    0.0000,    0.0000,  107.8290,    0.0000,    0.0000,  689.2799,  689.4804,    0.0197,    0.0582,   11.4214,  110.2415,  487.9889,   60.6447,   14.2975,      3060
   105,    0.0000,   48.9172,  241.5960,    5.6990,   67.5495,   67.7403,   11.1987,   16.5234,   17.3679,   11.3894,    0.0000,    0.0000,    0.0000,  110.3024,    0.0000,    0.0000,  689.8610,  690.0589,    0.0200,    0.0570,   10.4342,  112.4615,  488.2079,   61.7942,   13.2260,      3060
   106,    0.0000,   37.3201,  243.4677,    4.7927,   67.0193,   67.3161,   11.0675,   30.0130,   16.2736,   11.4782,    0.0000,    0.0000,    0.0000,  108.9776,    0.0000,    0.0000,  689.9063,  690.0985,    0.0197,    0.0544,   11.0541,  110.7878,  488.9329,   61.6174,   13.0388,      3060
   107,    0.0000,   50.0735,  243.6711,    5.3125,   67.4444,   67.2225,   11.0721,   14.4179,   18.6182,   11.5013,    0.0000,    0.0000,    0.0000,  107.7120,    0.0000,    0.0000,  689.5697,  689.7680,    0.0210,    0.0568,   10.7547,  110.3087,  489.5301,   61.1076,   13.7114,      3060
   108,    0.0000,   44.9956,  243.8986,    5.6777,   67.2171,   67.3084,   11.0335,   19.5544,   17.3197,   11.6042,    0.0000,    0.0000,    0.0000,  109.4239,    0.0000,    0.0000,  689.1175,  689.3177,    0.0199,    0.0575,   10.3808,  111.8730,  488.8067,   60.6793,   14.0516,      3060
   109,    0.0000,   46.2182,  242.3168,    5.5678,   67.3456,   67.2786,   11.0789,   17.5861,   17.7753,   11.6243,    0.0000,    0.0000,    0.0000,  108.6143,    0.0000,    0.0000,  688.9232,  689.1232,    0.0218,    0.0569,   11.2536,  110.3875,  486.9849,   61.2223,   14.3328,      3060
   110,    0.0000,   32.9891,  241.2572,    5.2263,   66.6850,   66.7931,   11.0772,   32.6183,   16.1748,   11.2143,    0.0000,    0.0000,    0.0000,  108.2934,    0.0000,    0.0000,  683.1430,  683.3329,    0.0185,    0.0537,   10.8485,  110.3897,  484.2110,   58.3236,   16.0356,      3060
   111,    0.0000,   50.5206,  234.1778,    2.8524,   67.1001,   66.7932,   11.1944,   12.3018,   19.9455,   11.2912,    0.0000,    0.0000,    0.0000,  102.5340,    0.0000,    0.0000,  676.1827,  676.3712,    0.0185,    0.0523,   11.4728,  105.6599,  476.3713,   59.6008,   18.8075,      3060
   112,    0.0000,   48.6231,  237.4412,    4.0234,   66.9449,   66.6704,   11.2327,   20.1574,   20.5149,   11.3278,    0.0000,    0.0000,    0.0000,   98.3598,    0.0000,    0.0000,  674.9866,  675.1762,    0.0189,    0.0499,   11.2123,  101.8788,  487.1446,   52.4645,   18.0896,      3060
   113,    0.0000,   46.6634,  238.3793,    4.7069,   66.7492,   66.5532,   11.0931,   20.8481,   20.0695,   11.0508,    0.0000,    0.0000,    0.0000,  103.8443,    0.0000,    0.0000,  679.1816,  679.3720,    0.0204,    0.0528,   11.0483,  105.7080,  486.2849,   54.9947,   17.2206,      3060
   114,    0.0000,   44.4420,  235.4756,    3.2504,   66.5237,   66.3733,   10.2222,   26.4805,   23.0949,   10.9581,    0.0000,    0.0000,    0.0000,  103.1841,    0.0000,    0.0000,  681.7544,  681.9436,    0.0200,    0.0526,    9.4024,  104.9010,  487.0007,   61.1065,   15.2499,      3060
   115,    0.0000,   53.0355,  238.0055,    3.4822,   66.8013,   66.3504,   10.2889,   17.4097,   23.5412,   10.7807,    0.0000,    0.0000,    0.0000,  102.9212,    0.0000,    0.0000,  682.8463,  683.0361,    0.0209,    0.0542,    9.5543,  104.7617,  489.8669,   59.5063,   14.9202,      3060
   116,    0.0000,   50.5347,  237.1370,    3.7156,   66.6339,   66.3001,   10.3336,   19.8672,   23.7625,   10.8704,    0.0000,    0.0000,    0.0000,  104.7472,    0.0000,    0.0000,  683.6332,  683.8140,    0.0190,    0.0514,    9.2504,  106.3063,  489.3241,   60.7871,   14.2334,      3060
   117,    0.0000,   54.1505,  236.9485,    3.8749,   66.7681,   66.2277,   10.2913,   18.4746,   22.5839,   10.6810,    0.0000,    0.0000,    0.0000,  101.1392,    0.0000,    0.0000,  683.6352,  683.8218,    0.0188,    0.0513,    9.8380,  103.3345,  490.1843,   61.7408,   13.8710,      3060
   118,    0.0000,   41.8173,  238.4701,    3.8986,   66.3161,   66.2541,   10.2120,   27.3092,   22.9341,   11.1481,    0.0000,    0.0000,    0.0000,  104.7956,    0.0000,    0.0000,  684.9005,  685.0882,    0.0204,    0.0544,   10.0078,  106.9316,  488.5408,   61.4489,   13.3461,      3060
   119,    0.0000,   48.0030,  238.7649,    3.6163,   66.7138,   66.2624,   10.3496,   17.6930,   24.4770,   10.9319,    0.0000,    0.0000,    0.0000,  109.8148,    0.0000,    0.0000,  685.0913,  685.2818,    0.0198,    0.0528,    9.3557,  111.2956,  486.9814,   60.6121,   13.3071,      3060
   120,    0.0000,   47.2839,  240.4955,    3.4476,   66.7221,   66.2837,   10.3018,   19.3857,   23.1083,   10.9546,    0.0000,    0.0000,    0.0000,  107.4466,    0.0000,    0.0000,  684.8015,  684.9917,    0.0196,    0.0551,    9.7559,  109.1125,  488.1526,   60.5649,   12.9410,      3060
   121,    0.0000,   50.8719,  239.0157,    3.3312,   66.6925,   66.3085,   10.1840,   17.1633,   22.7832,   10.7647,    0.0000,    0.0000,    0.0000,  104.5776,    0.0000,    0.0000,  684.2913,  684.4816,    0.0205,    0.0533,   10.0342,  106.7020,  487.2982,   61.8734,   13.6378,      3060
   122,    0.0000,   44.8147,  238.1305,    3.3278,   66.4594,   65.7793,   10.1771,   22.5084,   22.5075,   10.4339,    0.0000,    0.0000,    0.0000,  107.0658,    0.0000,    0.0000,  678.9946,  679.1803,    0.0202,    0.0510,    9.7341,  108.6013,  484.2948,   58.4369,   13.6537,      3060
   123,    0.0000,   51.4253,  236.1393,    3.3194,   66.8904,   65.7941,   10.1488,   15.4308,   22.7489,   10.5466,    0.0000,    0.0000,    0.0000,  108.3926,    0.0000,    0.0000,  678.5995,  678.7787,    0.0190,    0.0484,    9.3397,  109.7795,  482.5993,   59.0573,   14.3292,      3060
   124,    0.0000,   50.3669,  238.9912,    3.2027,   66.6717,   65.9340,   10.0856,   18.0803,   19.6593,   10.6810,    0.0000,    0.0000,    0.0000,  105.1094,    0.0000,    0.0000,  676.0846,  676.2669,    0.0187,    0.0508,    9.8641,  106.5154,  483.8368,   55.6741,   15.8025,      3060
   125,    0.0000,   55.1990,  227.5398,    2.0956,   66.8763,   65.9718,   10.1182,   12.0870,   21.5198,   10.4207,    0.0000,    0.0000,    0.0000,  102.3979,    0.0000,    0.0000,  667.2656,  667.4559,    0.0186,    0.0549,    9.6319,  104.2274,  472.0041,   58.8424,   18.4141,      3060
   126,    0.0000,   54.1090,  233.5306,    2.3177,   66.6396,   65.7634,   10.2869,   16.2699,   19.9765,   10.5875,    0.0000,    0.0000,    0.0000,  100.4447,    0.0000,    0.0000,  668.2683,  668.4505,    0.0184,    0.0504,    9.7221,  102.1141,  479.6628,   54.8612,   17.5660,      3060
   127,    0.0000,   49.7703,  232.5138,    2.7836,   66.7222,   65.4790,   10.0809,   16.1419,   22.4609,   10.3503,    0.0000,    0.0000,    0.0000,  106.4776,    0.0000,    0.0000,  673.3621,  673.5522,    0.0191,    0.0532,    9.8593,  107.8637,  476.4543,   58.1665,   16.4650,      3060
   128,    0.0000,   53.3416,  236.3379,    3.1470,   66.9046,   65.5656,   10.1053,   14.6123,   20.6160,   10.2505,    0.0000,    0.0000,    0.0000,  106.4650,    0.0000,    0.0000,  677.5796,  677.7653,    0.0194,    0.0517,    9.4077,  108.1138,  481.0381,   59.7655,   15.2837,      3060
   129,    0.0000,   55.0620,  237.5220,    3.1919,   66.8939,   65.8094,   10.0653,   14.9962,   19.3456,   10.1249,    0.0000,    0.0000,    0.0000,  106.0019,    0.0000,    0.0000,  678.0944,  678.2829,    0.0204,    0.0519,    9.4541,  107.7396,  483.1723,   59.8511,   13.9989,      3060
   130,    0.0000,   51.6700,  241.2650,    4.4596,   67.0163,   67.1411,   10.2258,   16.4039,   18.3761,   11.5809,    0.0000,    0.0000,    0.0000,  106.5445,    0.0000,    0.0000,  688.1324,  688.3283,    0.0198,    0.0549,   10.6150,  108.4558,  488.3337,   61.1097,   15.1586,      3060
   131,    0.0000,   54.1647,  243.6574,    4.4972,   67.3252,   67.0672,   10.1752,   14.5281,   18.2805,   11.3842,    0.0000,    0.0000,    0.0000,  105.1300,    0.0000,    0.0000,  688.7124,  688.9065,    0.0205,    0.0555,   10.6864,  107.1941,  491.2769,   59.9086,   14.9350,      3060
   132,    0.0000,   52.6515,  244.6089,    4.7923,   67.1262,   67.1428,   10.2170,   17.1865,   16.6663,   11.3599,    0.0000,    0.0000,    0.0000,  105.4897,    0.0000,    0.0000,  688.9888,  689.1771,    0.0200,    0.0517,   10.2936,  107.5524,  491.9474,   60.4289,   14.4995,      3060
   133,    0.0000,   50.4736,  240.7108,    4.8298,   67.2568,   67.3663,   10.3957,   16.1894,   18.0832,   11.4472,    0.0000,    0.0000,    0.0000,  111.2638,    0.0000,    0.0000,  688.9096,  689.0963,    0.0201,    0.0530,    9.9276,  112.4280,  486.9526,   62.8414,   13.1883,      3060
   134,    0.0000,   48.2704,  241.3040,    5.0664,   66.9769,   67.2580,   10.4817,   18.4252,   18.3007,   11.3677,    0.0000,    0.0000,    0.0000,  108.9886,    0.0000,    0.0000,  688.6099,  688.7952,    0.0204,    0.0509,   10.3849,  110.8207,  487.6353,   62.3806,   13.1414,      3060
   135,    0.0000,   51.5835,  241.2894,    3.9703,   67.1596,   67.1390,   10.4061,   14.9839,   20.2704,   11.3874,    0.0000,    0.0000,    0.0000,  107.3164,    0.0000,    0.0000,  688.3818,  688.5670,    0.0196,    0.0527,   10.1604,  109.4743,  488.3840,   62.4145,   14.1020,      3060
   136,    0.0000,   50.6627,  241.1545,    4.6440,   67.1799,   67.1408,   10.7181,   14.4545,   18.9989,   11.4447,    0.0000,    0.0000,    0.0000,  107.1827,    0.0000,    0.0000,  688.1895,  688.3779,    0.0193,    0.0521,   11.3027,  108.6680,  486.5959,   61.4640,   15.1701,      3060
   137,    0.0000,   53.4502,  237.3976,    5.0045,   67.3766,   67.2505,   10.4026,   13.5330,   16.7982,   11.4871,    0.0000,    0.0000,    0.0000,  108.6516,    0.0000,    0.0000,  685.1619,  685.3479,    0.0189,    0.0525,    9.9886,  110.3888,  482.9042,   61.9965,   16.3109,      3060
   138,    0.0000,   53.7291,  237.6673,    3.7974,   67.0501,   66.3462,   10.6410,   16.3214,   15.2864,   10.7660,    0.0000,    0.0000,    0.0000,  105.3907,    0.0000,    0.0000,  674.7207,  674.9085,    0.0177,    0.0532,   10.6472,  106.8500,  481.7623,   55.2015,   17.1727,      3060
   139,    0.0000,   57.2585,  228.4493,    2.4558,   66.9823,   66.3417,   10.6031,    9.7797,   18.2275,   11.1486,    0.0000,    0.0000,    0.0000,  102.3418,    0.0000,    0.0000,  665.4328,  665.6183,    0.0184,    0.0484,   10.9366,  104.0413,  471.4242,   55.9163,   19.4227,      3060
   140,    0.0000,   45.0487,  240.5811,    3.0932,   66.5025,   66.2465,   10.8070,   25.2559,   17.4309,   10.9042,    0.0000,    0.0000,    0.0000,  100.9094,    0.0000,    0.0000,  673.0338,  673.2190,    0.0189,    0.0500,   11.2999,  102.7244,  486.0473,   51.0690,   17.7413,      3060
   141,    0.0000,   47.5374,  237.8909,    3.9608,   66.7876,   66.4017,   10.7468,   18.2124,   19.7467,   10.7234,    0.0000,    0.0000,    0.0000,  107.6498,    0.0000,    0.0000,  678.3118,  678.4970,    0.0200,    0.0515,   11.3301,  109.2027,  482.1668,   55.2359,   16.1164,      3060
   142,    0.0000,   45.7756,  240.3978,    4.6494,   66.7123,   66.9403,   10.3747,   21.3759,   17.9926,   11.5220,    0.0000,    0.0000,    0.0000,  108.6406,    0.0000,    0.0000,  685.1626,  685.3528,    0.0195,    0.0516,   10.3301,  110.5959,  485.9320,   59.3820,   14.9877,      3060
   143,    0.0000,   47.2532,  242.3279,    4.6968,   66.6553,   67.0058,   10.6118,   19.7136,   18.7027,   11.3071,    0.0000,    0.0000,    0.0000,  107.0075,    0.0000,    0.0000,  687.0250,  687.2161,    0.0200,    0.0533,   10.8755,  109.0707,  488.4655,   58.8733,   14.9292,      3060
   144,    0.0000,   40.5437,  242.1303,    4.8116,   66.5428,   67.0141,   10.3884,   26.3658,   18.7024,   11.2589,    0.0000,    0.0000,    0.0000,  109.7785,    0.0000,    0.0000,  686.6608,  686.8471,    0.0205,    0.0511,   10.3736,  111.2553,  487.9350,   58.6280,   14.3222,      3060
   145,    0.0000,   49.5819,  242.6458,    4.7954,   67.0657,   66.9980,   10.3636,   18.0733,   17.7785,   11.2569,    0.0000,    0.0000,    0.0000,  109.1008,    0.0000,    0.0000,  686.5432,  686.7297,    0.0203,    0.0520,   10.3419,  110.7123,  488.7387,   59.2090,   13.5293,      3060
   146,    0.0000,   48.0351,  235.4505,    0.6046,   66.3089,   64.9556,    9.7099,   22.2629,   22.1034,    9.6213,    0.0000,    0.0000,    0.0000,  117.4372,    0.0000,    0.0000,  652.4000,  652.5744,    0.0202,    0.0471,    4.1033,  117.9994,  479.1610,   43.4143,    7.0649,      3060
   147,    0.0000,   43.4440,  241.0280,    4.3104,   69.6706,   70.6344,   11.8448,   19.7873,   15.3140,   11.9782,    0.0000,    0.0000,    0.0000,  109.3058,    0.0000,    0.0000,  687.5999,  687.7624,    0.0161,    0.0495,   13.0069,  110.8764,  488.2269,   56.7312,   13.8005,      3060
   148,    0.0000,   36.1253,  242.0682,    4.8665,   67.3945,   68.2138,   11.2322,   28.8606,   16.8783,   11.4149,    0.0000,    0.0000,    0.0000,  110.9624,    0.0000,    0.0000,  686.7443,  686.9083,    0.0156,    0.0498,   11.9422,  112.8535,  487.2248,   56.9780,   13.5877,      3060
   149,    0.0000,   44.3096,  241.2905,    4.9594,   67.5563,   68.2244,   11.4106,   19.4915,   17.5639,   11.7046,    0.0000,    0.0000,    0.0000,  109.2385,    0.0000,    0.0000,  686.8827,  687.0469,    0.0157,    0.0509,   11.8712,  111.8177,  486.6984,   58.3763,   14.1333,      3060
   150,    0.0000,   34.5501,  237.1094,    5.1901,   67.6756,   68.5268,   11.4126,   29.0393,   16.1786,   11.8271,    0.0000,    0.0000,    0.0000,  110.2126,    0.0000,    0.0000,  683.5755,  683.7371,    0.0163,    0.0509,   12.0265,  112.3051,  481.6975,   57.3410,   15.9610,      3060
   151,    0.0000,   37.7587,  234.8606,    4.6095,   67.4291,   67.8692,   11.1292,   27.5714,   16.1307,   11.1456,    0.0000,    0.0000,    0.0000,  109.5278,    0.0000,    0.0000,  679.4153,  679.5636,    0.0139,    0.0458,   11.8531,  111.8078,  478.6741,   57.4192,   15.9710,      3060
   152,    0.0000,   29.9396,  237.6253,    4.7911,   67.2980,   67.8930,   11.2571,   35.2735,   14.5115,   11.2399,    0.0000,    0.0000,    0.0000,  107.2108,    0.0000,    0.0000,  675.5913,  675.7358,    0.0136,    0.0458,   12.0475,  110.2489,  480.0024,   51.6867,   17.9184,      3060
   153,    0.0000,   46.4568,  225.8044,    3.7953,   67.5099,   68.0082,   11.3256,   16.6517,   15.0485,   11.5921,    0.0000,    0.0000,    0.0000,  105.0934,    0.0000,    0.0000,  669.1435,  669.2892,    0.0141,    0.0444,   12.0341,  108.7158,  466.3973,   58.8827,   19.3716,      3060
   154,    0.0000,   50.9768,  238.7945,    4.7117,   67.8269,   67.7289,   11.3391,   16.2690,   13.7264,   11.1200,    0.0000,    0.0000,    0.0000,  103.4535,    0.0000,    0.0000,  676.4004,  676.5487,    0.0142,    0.0447,   12.2716,  107.3122,  482.6912,   53.8586,   16.0905,      3060
   155,    0.0000,   46.4715,  240.1188,    4.8847,   68.1614,   68.5070,   11.6530,   15.6196,   16.9139,   11.7363,    0.0000,    0.0000,    0.0000,  109.8952,    0.0000,    0.0000,  687.3986,  687.5535,    0.0147,    0.0480,   12.4875,  112.3492,  484.2805,   57.4685,   16.1646,      3060
   156,    0.0000,   44.3907,  240.7645,    4.9054,   68.0269,   68.4774,   11.6651,   17.6032,   17.4784,   11.6533,    0.0000,    0.0000,    0.0000,  110.1598,    0.0000,    0.0000,  688.1664,  688.3182,    0.0142,    0.0470,   12.2520,  112.8485,  485.1565,   58.1853,   15.4995,      3060
   157,    0.0000,   45.4434,  243.2720,    4.9980,   68.1206,   68.5363,   11.6288,   17.2712,   17.1258,   11.3464,    0.0000,    0.0000,    0.0000,  110.2365,    0.0000,    0.0000,  689.2603,  689.4119,    0.0147,    0.0470,   12.2256,  112.8556,  487.9425,   57.8826,   14.0712,      3060
   158,    0.0000,   46.9741,  243.2650,    4.7901,   68.3005,   68.5669,   11.5581,   16.5320,   16.4896,   11.2478,    0.0000,    0.0000,    0.0000,  111.4944,    0.0000,    0.0000,  689.7411,  689.8914,    0.0149,    0.0458,   12.2132,  113.4395,  487.9202,   58.8095,   13.1912,      3060
   159,    0.0000,   48.4286,  245.4065,    4.2535,   68.4286,   68.2809,   11.4627,   15.8184,   16.0841,   11.2770,    0.0000,    0.0000,    0.0000,  110.3955,    0.0000,    0.0000,  690.6510,  690.8080,    0.0154,    0.0483,   12.1474,  112.8306,  489.6374,   58.8092,   12.7999,      3060
   160,    0.0000,   45.6410,  246.7771,    4.6849,   67.9853,   68.2188,   11.4221,   17.5630,   15.7819,   11.4208,    0.0000,    0.0000,    0.0000,  109.5949,    0.0000,    0.0000,  689.9269,  690.0862,    0.0151,    0.0484,   12.1909,  112.0578,  489.6700,   58.0153,   13.5489,      3060
   161,    0.0000,   47.4786,  245.4535,    4.1291,   68.0748,   68.1042,   11.4043,   12.4005,   21.1510,   11.2929,    0.0000,    0.0000,    0.0000,  109.8430,    0.0000,    0.0000,  689.8738,  690.0329,    0.0148,    0.0493,   12.2842,  112.0080,  489.6757,   57.8902,   13.5660,      3060
