  mype,      init,    upsend,    dnsend,    weight,    hfiltT,     hfilt,    vfiltT,     vfilt,     bocoT,      boco,   filt2an,     aintp,      intp,   an2filt,    output,     total,  multiply,  ifc_mult,   ifc_reg,  ifc_fset,preprocess,anal_to_fi, filtering,filt_to_an,postproces,    icount
   162,    0.0000,   48.2815,  245.4790,    4.4418,   68.0327,   68.2263,   11.4261,   14.3889,   20.7403,   11.4132,    0.0000,    0.0000,    0.0000,  107.2780,    0.0000,    0.0000,  689.8957,  690.0575,    0.0159,    0.0493,   12.1308,  109.1662,  492.6112,   58.4287,   13.2133,      3060
   163,    0.0000,   57.7559,  237.3351,    2.7304,   67.3534,   66.2747,   10.2883,   10.7356,   22.2862,   10.1796,    0.0000,    0.0000,    0.0000,  101.9573,    0.0000,    0.0000,  675.0614,  675.2021,    0.0142,    0.0435,   11.0736,  103.6872,  485.0898,   59.5979,   11.0916,      3060
   164,    0.0000,   46.7565,  227.5816,    2.5496,   67.0612,   66.0073,   10.4071,   18.5032,   24.5786,   10.0286,    0.0000,    0.0000,    0.0000,  104.6634,    0.0000,    0.0000,  668.1107,  668.2487,    0.0141,    0.0418,   10.8082,  105.9331,  473.6164,   59.5624,   14.1403,      3060
   165,    0.0000,   49.9275,  218.9616,    2.7129,   67.1241,   66.0760,   10.3574,   16.4340,   22.6029,   10.3999,    0.0000,    0.0000,    0.0000,  102.1782,    0.0000,    0.0000,  665.3014,  665.4428,    0.0141,    0.0429,   10.9557,  103.8371,  464.7487,   66.1719,   15.2237,      3060
   166,    0.0000,   57.0597,  220.1893,    2.7272,   67.2667,   66.0723,   10.2458,   11.3263,   20.9801,   10.4257,    0.0000,    0.0000,    0.0000,  100.2665,    0.0000,    0.0000,  658.8408,  658.9890,    0.0139,    0.0453,   10.9157,  101.9515,  466.4535,   58.9436,   16.3416,      3060
   167,    0.0000,   60.9922,  215.5867,    2.0067,   67.2095,   66.1238,   10.0176,    7.8105,   20.2324,   10.6722,    0.0000,    0.0000,    0.0000,   99.6725,    0.0000,    0.0000,  656.0185,  656.1584,    0.0131,    0.0450,   10.5013,  101.2843,  460.8085,   63.1124,   16.7807,      3060
   168,    0.0000,   49.1480,  235.0654,    2.6617,   66.6983,   65.8418,   10.2284,   25.7409,   18.6753,   10.4816,    0.0000,    0.0000,    0.0000,   97.3020,    0.0000,    0.0000,  664.4780,  664.6181,    0.0134,    0.0439,   10.6560,   98.9658,  484.6999,   50.6651,   15.3145,      3060
   169,    0.0000,   43.8523,  233.3535,    2.8380,   66.8289,   65.8373,   10.2668,   25.3448,   22.4012,   10.2892,    0.0000,    0.0000,    0.0000,  104.5389,    0.0000,    0.0000,  670.1438,  670.2810,    0.0129,    0.0426,   10.6379,  105.9330,  481.1557,   54.3646,   13.9112,      3060
   170,    0.0000,   44.8008,  234.2226,    2.9458,   66.9826,   65.8461,   10.2022,   24.7025,   21.9141,   10.2485,    0.0000,    0.0000,    0.0000,  103.7179,    0.0000,    0.0000,  671.2634,  671.4009,    0.0141,    0.0430,   10.6914,  105.3233,  482.0086,   56.0401,   12.7902,      3060
   171,    0.0000,   44.9116,  240.2650,    3.3742,   66.9808,   66.5668,   10.5632,   23.9983,   21.3207,   11.1703,    0.0000,    0.0000,    0.0000,  103.7155,    0.0000,    0.0000,  678.4479,  678.5917,    0.0149,    0.0437,   11.1406,  105.5764,  489.3259,   56.3855,   11.6036,      3060
   172,    0.0000,   43.3709,  240.2736,    3.4877,   66.8769,   66.5984,   10.5583,   24.4860,   21.8204,   11.0965,    0.0000,    0.0000,    0.0000,  105.2789,    0.0000,    0.0000,  678.9219,  679.0648,    0.0138,    0.0427,   11.1669,  106.5116,  488.7279,   56.8056,   11.1973,      3060
   173,    0.0000,   45.4853,  241.5123,    3.5658,   67.0450,   66.5456,   10.6570,   22.7088,   20.3345,   11.0687,    0.0000,    0.0000,    0.0000,  104.5174,    0.0000,    0.0000,  679.0410,  679.1852,    0.0143,    0.0449,   11.2693,  106.0364,  489.0870,   57.3456,   10.7683,      3060
   174,    0.0000,   44.1790,  241.8559,    3.4909,   66.9397,   66.6575,   10.5904,   23.7932,   19.9918,   11.0348,    0.0000,    0.0000,    0.0000,  104.5707,    0.0000,    0.0000,  678.5578,  678.6997,    0.0137,    0.0446,   11.1274,  106.2255,  488.6916,   57.5823,   10.6599,      3060
   175,    0.0000,   47.1258,  240.8870,    2.9202,   66.9750,   66.1197,   10.6843,   20.5185,   21.6654,   10.6519,    0.0000,    0.0000,    0.0000,  103.2596,    0.0000,    0.0000,  676.0051,  676.1435,    0.0139,    0.0434,   11.1501,  105.0915,  487.7055,   55.7574,   12.0550,      3060
   176,    0.0000,   44.5435,  240.9140,    2.8579,   66.9890,   66.0624,   10.6405,   21.1738,   21.9373,   10.6855,    0.0000,    0.0000,    0.0000,  105.2171,    0.0000,    0.0000,  675.3736,  675.5106,    0.0138,    0.0404,   11.1614,  106.4984,  485.9568,   55.0958,   12.3933,      3060
   177,    0.0000,   54.9718,  241.0210,    2.7956,   67.0982,   66.2183,   10.2693,   17.8007,   18.3375,   10.8560,    0.0000,    0.0000,    0.0000,   95.7428,    0.0000,    0.0000,  674.4005,  674.5478,    0.0151,    0.0450,   11.3626,   97.4691,  489.5355,   58.2939,   13.1331,      3060
   178,    0.0000,   50.5908,  230.1802,    2.8559,   67.0061,   66.4448,   10.2257,   23.3661,   15.3997,    9.9823,    0.0000,    0.0000,    0.0000,   95.6066,    0.0000,    0.0000,  645.6312,  645.7789,    0.0146,    0.0438,   11.1955,   97.2623,  476.2074,   40.6457,   16.0236,      3060
   179,    0.0000,   52.8415,  229.4445,    4.0976,   66.9528,   66.2494,   10.2822,   22.6044,   13.1173,   10.9015,    0.0000,    0.0000,    0.0000,   94.1899,    0.0000,    0.0000,  654.3898,  654.5456,    0.0163,    0.0460,   11.9081,   95.9029,  476.6579,   49.0711,   16.6294,      3060
   180,    0.0000,   37.2080,  229.6236,    4.1789,   66.2905,   66.2852,   10.2635,   38.0020,   12.9414,   10.8990,    0.0000,    0.0000,    0.0000,   94.6933,    0.0000,    0.0000,  648.6718,  648.8179,    0.0148,    0.0419,   12.0096,   96.2536,  475.8573,   41.4625,   18.7760,      3060
   181,    0.0000,   40.1126,  222.9954,    3.4395,   66.4465,   66.3285,   10.4019,   34.9642,   12.5247,   11.4904,    0.0000,    0.0000,    0.0000,   92.1575,    0.0000,    0.0000,  647.6605,  647.8090,    0.0144,    0.0458,   11.8434,   94.4150,  468.8888,   49.4199,   19.3224,      3060
   182,    0.0000,   68.5100,  234.8685,    3.6738,   67.1867,   66.8683,   10.7946,    7.6397,   14.0982,   10.7185,    0.0000,    0.0000,    0.0000,   86.5278,    0.0000,    0.0000,  656.3783,  656.5306,    0.0151,    0.0475,   12.1841,   89.1253,  484.5494,   50.3269,   15.6674,      3060
   183,    0.0000,   65.8306,  236.7664,    3.7518,   67.2882,   66.5346,   10.5163,    7.6940,   14.8002,   11.5324,    0.0000,    0.0000,    0.0000,   92.3975,    0.0000,    0.0000,  665.1154,  665.2744,    0.0155,    0.0480,   11.6143,   94.8923,  484.9150,   55.5737,   14.0796,      3060
   184,    0.0000,   56.4767,  238.0617,    3.8859,   67.0598,   66.4320,   10.4931,   15.7442,   16.5739,   11.2887,    0.0000,    0.0000,    0.0000,   93.0449,    0.0000,    0.0000,  666.3063,  666.4630,    0.0150,    0.0483,   11.5557,   95.3664,  486.1930,   56.1384,   13.1117,      3060
   185,    0.0000,   63.9305,  239.2746,    4.1804,   67.2274,   66.3228,   10.4657,    8.5270,   16.4582,   10.9040,    0.0000,    0.0000,    0.0000,   94.5149,    0.0000,    0.0000,  666.9436,  667.0966,    0.0161,    0.0450,   11.5953,   96.2040,  487.4695,   55.6586,   11.8164,      3060
   186,    0.0000,   63.6100,  239.6891,    4.3622,   67.2706,   66.3456,   10.5207,   10.0753,   15.4620,   10.9065,    0.0000,    0.0000,    0.0000,   93.1422,    0.0000,    0.0000,  667.1231,  667.2779,    0.0164,    0.0457,   11.7812,   95.2788,  488.4231,   55.9462,   11.2389,      3060
   187,    0.0000,   64.6040,  242.1004,    4.8522,   67.3542,   66.6048,   10.5432,    8.3980,   14.7831,   11.3866,    0.0000,    0.0000,    0.0000,   94.7646,    0.0000,    0.0000,  669.0752,  669.2342,    0.0159,    0.0490,   11.6014,   96.9690,  490.8328,   55.7485,   10.0460,      3060
   188,    0.0000,   56.4356,  242.4690,    4.6064,   67.2028,   66.5761,   10.5969,   15.3075,   15.8709,   11.1522,    0.0000,    0.0000,    0.0000,   94.8755,    0.0000,    0.0000,  669.0526,  669.2133,    0.0158,    0.0490,   11.7808,   96.6600,  490.4065,   55.3174,   10.5733,      3060
   189,    0.0000,   63.4616,  243.2182,    4.9237,   67.2497,   66.5643,   10.5716,    8.7638,   14.0920,   11.0667,    0.0000,    0.0000,    0.0000,   95.4104,    0.0000,    0.0000,  668.9242,  669.0841,    0.0158,    0.0488,   11.7569,   97.1147,  490.0957,   54.3760,   11.2895,      3060
   190,    0.0000,   62.8297,  243.1073,    5.6060,   67.2881,   66.5560,   10.6628,   10.7932,   11.8804,   11.2451,    0.0000,    0.0000,    0.0000,   93.7345,    0.0000,    0.0000,  669.2745,  669.4358,    0.0161,    0.0478,   12.4238,   95.4714,  490.1670,   54.7047,   11.4140,      3060
   191,    0.0000,   65.2475,  237.1976,    5.2171,   67.3430,   66.5063,   10.4612,   10.1158,   10.8874,   10.8328,    0.0000,    0.0000,    0.0000,   94.7773,    0.0000,    0.0000,  663.8098,  663.9558,    0.0148,    0.0435,   11.6758,   96.9281,  484.0005,   54.1726,   13.0242,      3060
   192,    0.0000,   52.6690,  235.2062,    5.5045,   67.1582,   66.4299,   10.7245,   19.5428,   12.2384,   10.9468,    0.0000,    0.0000,    0.0000,   93.6551,    0.0000,    0.0000,  660.7254,  660.8709,    0.0142,    0.0430,   12.7293,   95.2257,  480.5975,   50.9496,   16.0158,      3060
   193,    0.0000,   64.9280,  217.9821,    4.7337,   67.3624,   66.4358,   10.5293,    7.1007,   13.8573,   10.9156,    0.0000,    0.0000,    0.0000,   93.8830,    0.0000,    0.0000,  653.1029,  653.2479,    0.0144,    0.0430,   11.7752,   96.2174,  464.0351,   58.1055,   18.7055,      3060
   194,    0.0000,   62.5165,  218.2976,    3.6725,   67.3985,   66.6794,   10.4680,    9.1370,   14.8227,   10.8549,    0.0000,    0.0000,    0.0000,   93.9107,    0.0000,    0.0000,  646.3633,  646.5187,    0.0150,    0.0475,   11.6928,   96.1677,  464.0392,   51.1786,   19.3971,      3060
   195,    0.0000,   72.3060,  204.9711,    0.4540,   66.5904,   64.8603,    9.5112,    2.9421,   20.3973,   10.3424,    0.0000,    0.0000,    0.0000,   98.4296,    0.0000,    0.0000,  614.9525,  615.0887,    0.0129,    0.0417,    4.5760,   99.0589,  452.4756,   50.4421,    7.6563,      3060
